ER53001,ER53002,ER53017,ER57482,ER58255
3,4522,56,0,1
3,8269,41,13,4
3,4834,37,7,1
3,7877,38,1,4
3,6432,37,0,1
3,4225,33,4,1
3,1116,70,1,2
3,2085,64,2,1
3,6734,33,1,4
3,2420,28,7,2
3,8972,57,0,4
3,5943,54,0,4
3,5871,50,0,4
3,6735,24,6,2
3,2663,73,3,2
3,1870,53,6,2
3,5092,48,0,1
3,5838,46,1,1
3,2498,25,0,1
3,9059,71,2,3
3,8540,69,0,4
3,5225,41,7,4
3,1444,35,2,4
3,5913,27,1,2
3,3852,18,5,4
3,2443,56,1,1
3,8493,50,5,1
3,8412,25,3,1
3,4651,66,8,2
3,6707,48,2,2
3,6711,22,0,2
3,9087,50,0,1
3,680,69,0,2
3,7231,31,10,2
3,3189,28,7,2
3,7257,26,1,4
3,3381,37,1,1
3,2752,41,0,4
3,1629,28,1,1
3,5833,52,4,4
3,3624,85,6,2
3,3612,54,2,2
3,3342,50,6,4
3,4054,52,3,1
3,4020,42,9,3
3,3047,89,99,4
3,1701,53,8,2
3,5179,66,6,1
3,7535,25,2,2
3,8007,62,0,4
3,6078,32,1,3
3,2825,38,4,4
3,9073,35,0,2
3,2759,32,4,2
3,9046,26,4,1
3,2295,67,0,1
3,8199,68,99,4
3,7640,44,2,1
3,6476,37,4,4
3,2926,73,3,1
3,7451,46,0,2
3,8475,24,0,1
3,1210,78,0,1
3,7456,50,0,2
3,1128,46,2,1
3,1676,42,1,1
3,4810,84,0,2
3,4950,59,3,1
3,7138,38,0,4
3,287,60,6,1
3,6909,78,12,1
3,1965,77,5,2
3,2394,55,8,2
3,5037,51,0,4
3,4372,29,8,4
3,3222,24,0,2
3,7330,21,4,2
3,4134,55,1,1
3,3059,59,2,1
3,7256,22,0,4
3,4529,34,2,3
3,6327,60,0,1
3,5439,60,0,1
3,7723,30,3,4
3,5489,34,4,1
3,5765,67,0,2
3,6072,67,0,2
3,6558,38,3,1
3,254,67,2,4
3,176,42,1,4
3,1505,64,0,2
3,6581,74,1,2
3,8438,70,6,2
3,8613,44,0,1
3,663,61,7,2
3,4662,24,2,2
3,1779,59,1,1
3,183,82,0,1
3,128,57,2,1
3,5896,31,4,1
3,215,29,8,2
3,1566,26,1,4
3,5185,64,0,1
3,5275,31,4,1
3,4907,96,1,2
3,2280,65,1,2
3,3183,34,4,4
3,1100,70,0,1
3,2219,28,2,1
3,1814,69,2,2
3,8354,47,4,4
3,3518,45,6,2
3,8332,43,10,2
3,1608,31,6,1
3,1837,68,1,1
3,4219,44,1,4
3,1595,70,2,2
3,2849,30,4,2
3,2374,70,7,2
3,7122,52,2,1
3,5261,73,0,1
3,4966,28,4,1
3,8910,59,5,4
3,2656,57,0,2
3,2954,53,4,1
3,941,49,9,1
3,1652,38,1,1
3,3639,31,0,4
3,8564,35,1,2
3,1106,60,2,1
3,1539,30,0,1
3,5650,69,0,4
3,5675,46,3,2
3,6346,55,9,3
3,7845,79,99,4
3,7111,55,20,1
3,6837,51,2,3
3,7163,43,6,4
3,7505,68,3,1
3,7073,45,2,1
3,913,73,1,3
3,32,84,2,2
3,417,65,4,1
3,304,59,6,2
3,140,57,0,4
3,27,55,8,4
3,319,62,4,2
3,2464,37,14,4
3,6928,33,0,2
3,1235,54,0,2
3,2765,33,2,1
3,7242,37,3,4
3,3660,35,2,1
3,6788,41,6,1
3,911,77,3,1
3,5787,68,0,1
3,7798,47,8,4
3,7105,44,6,4
3,7990,34,5,4
3,8678,36,9,4
3,7835,34,0,4
3,8522,63,0,4
3,7851,26,2,4
3,2957,61,99,2
3,3667,59,0,4
3,1606,56,16,4
3,3881,55,12,2
3,905,25,9,4
3,8519,38,6,4
3,2739,35,4,2
3,4423,33,6,4
3,3267,30,5,2
3,1655,59,3,4
3,7921,56,0,4
3,5478,40,0,2
3,8982,34,4,4
3,8055,31,0,4
3,105,68,0,2
3,2594,75,1,3
3,2783,78,3,2
3,2141,75,7,2
3,5527,74,0,2
3,4822,46,2,1
3,1331,87,8,4
3,1357,33,2,1
3,844,31,2,2
3,1896,30,2,2
3,2013,64,1,1
3,530,61,1,1
3,1534,76,0,2
3,3983,55,8,2
3,3071,49,5,2
3,830,31,4,2
3,1878,27,3,1
3,7446,22,6,1
3,1787,58,7,1
3,760,59,1,1
3,4685,33,3,2
3,6868,30,5,1
3,654,58,0,2
3,7092,29,0,2
3,1,72,4,2
3,5303,43,9,1
3,927,82,1,2
3,1496,59,99,4
3,741,47,4,2
3,7684,34,8,1
3,4305,25,4,1
3,4216,53,1,1
3,8491,51,2,4
3,3160,27,2,1
3,2629,37,6,4
3,182,83,1,1
3,4661,63,0,4
3,9074,48,4,4
3,8711,46,2,2
3,6843,60,4,1
3,341,69,0,2
3,960,36,3,1
3,1123,80,0,2
3,1098,68,4,1
3,1991,68,0,4
3,1615,47,3,4
3,1094,25,3,4
3,4406,43,4,1
3,9085,43,4,1
3,4600,88,5,3
3,4292,60,6,2
3,4964,39,0,4
3,4757,49,7,4
3,2129,66,6,2
3,6266,44,11,4
3,3766,43,2,2
3,5872,71,0,4
3,7897,57,2,1
3,8712,26,6,1
3,1963,85,19,1
3,2500,36,8,1
3,9088,28,0,2
3,5687,61,2,1
3,6520,31,6,4
3,6582,38,13,4
3,4944,29,0,3
3,6012,64,7,1
3,4132,59,1,1
3,2418,72,0,4
3,1730,38,4,4
3,7787,71,7,4
3,8352,49,0,1
3,7612,34,6,2
3,6857,73,2,1
3,7498,41,3,1
3,7544,40,3,4
3,7454,37,2,1
3,7146,57,6,1
3,6634,50,3,2
3,7671,42,7,3
3,6824,30,2,4
3,7360,67,11,1
3,6882,39,0,1
3,7080,29,4,1
3,7295,38,5,1
3,712,78,0,1
3,1344,73,4,2
3,3800,52,0,1
3,548,53,1,2
3,2929,55,4,2
3,2798,39,4,1
3,3721,20,11,2
3,2220,70,3,3
3,2724,48,2,1
3,6450,47,5,1
3,579,29,1,1
3,423,78,1,2
3,1008,85,0,4
3,1316,58,1,2
3,602,53,1,1
3,2303,62,8,1
3,3724,50,6,1
3,6838,76,0,1
3,7274,49,1,2
3,7213,45,6,1
3,7312,43,0,4
3,8131,32,2,3
3,4516,63,0,2
3,7904,38,0,4
3,582,75,0,2
3,6599,57,0,1
3,5105,33,7,2
3,6700,32,0,2
3,5178,31,8,4
3,4308,58,0,1
3,6434,55,1,3
3,6544,38,1,1
3,7280,85,0,2
3,2847,56,2,4
3,1287,32,0,1
3,2304,32,0,2
3,4590,33,12,1
3,6043,85,99,4
3,6894,50,4,2
3,3610,33,4,1
3,932,30,0,2
3,6239,58,0,4
3,1317,54,1,1
3,113,31,3,1
3,5935,31,0,4
3,1167,50,1,1
3,6200,66,1,2
3,7220,31,0,2
3,6692,88,0,2
3,7250,58,0,1
3,7128,55,1,1
3,7470,22,4,2
3,7272,54,11,1
3,7597,28,6,2
3,6804,27,0,1
3,6299,25,4,2
3,6884,26,8,2
3,7691,23,8,2
3,6932,54,2,1
3,6540,55,0,1
3,3289,57,4,2
3,1670,52,0,1
3,6460,36,2,4
3,3923,30,4,1
3,5056,26,3,1
3,7189,21,0,1
3,2164,34,4,4
3,2691,36,1,3
3,1502,71,0,1
3,5985,48,0,4
3,6108,23,0,2
3,1901,48,0,1
3,1614,45,2,1
3,8234,44,4,1
3,4530,59,6,1
3,4077,60,1,1
3,5025,25,8,2
3,3701,42,6,4
3,2610,43,4,1
3,3527,66,0,1
3,1636,68,0,1
3,4857,39,0,2
3,2727,35,0,1
3,2286,39,0,1
3,1831,69,0,4
3,2509,48,2,2
3,6395,24,2,4
3,2593,52,2,1
3,646,55,0,1
3,7442,25,2,4
3,4556,22,6,1
3,2119,57,0,2
3,283,31,4,2
3,8427,68,2,2
3,2306,39,2,1
3,992,72,0,4
3,5038,44,0,4
3,675,37,4,2
3,441,63,2,2
3,1241,60,3,2
3,803,56,0,4
3,6397,27,11,1
3,6705,21,6,4
3,1170,38,2,4
3,6103,31,2,3
3,9064,22,7,4
3,7957,34,5,2
3,1305,38,2,1
3,1387,36,0,1
3,955,32,6,2
3,5107,65,4,1
3,5362,42,4,1
3,6199,37,19,4
3,5333,26,10,2
3,4716,65,0,1
3,6323,29,0,1
3,3979,48,4,2
3,4379,41,6,1
3,4304,51,2,2
3,4815,66,3,2
3,4598,45,0,4
3,4719,42,3,1
3,4250,40,9,2
3,4291,31,3,2
3,4454,27,7,4
3,5744,26,2,4
3,4439,53,2,1
3,6306,90,4,4
3,6466,65,1,4
3,7375,39,5,1
3,7241,35,2,2
3,7428,69,2,2
3,6651,50,12,2
3,6885,47,4,4
3,6572,46,2,1
3,7937,26,0,4
3,6815,25,0,4
3,8347,23,2,1
3,8312,22,0,4
3,6724,97,0,2
3,7653,61,0,1
3,6719,65,0,2
3,6850,31,4,1
3,950,53,1,1
3,1919,32,6,4
3,3526,84,0,1
3,7145,52,2,4
3,5266,65,1,2
3,4712,67,1,2
3,6866,33,3,2
3,8195,21,1,4
3,4937,34,2,1
3,145,85,2,2
3,5383,53,0,2
3,333,68,0,1
3,823,67,3,2
3,1693,47,10,2
3,2555,26,0,4
3,8177,26,4,4
3,5819,36,6,1
3,8111,49,13,1
3,75,85,7,2
3,135,61,4,2
3,7247,40,0,4
3,8375,37,1,4
3,2367,36,7,3
3,160,71,0,1
3,5869,41,2,2
3,1171,39,0,1
3,1001,36,0,4
3,2090,70,0,1
3,2084,39,0,2
3,5165,42,0,1
3,2080,66,2,4
3,4395,44,2,1
3,3336,42,0,1
3,1473,36,0,4
3,984,71,1,1
3,2308,49,6,1
3,2446,48,2,1
3,35,81,10,4
3,620,57,4,4
3,1531,50,5,4
3,8267,54,1,4
3,8287,27,2,4
3,1589,86,0,1
3,867,57,1,1
3,2032,29,5,4
3,4388,28,4,2
3,8814,28,7,4
3,4328,26,6,1
3,3565,24,3,2
3,2116,62,3,1
3,2453,62,0,3
3,4310,68,4,2
3,5829,60,3,1
3,4065,61,0,4
3,3433,61,0,1
3,3599,41,3,4
3,3512,35,3,4
3,1076,30,0,1
3,3525,60,2,2
3,4194,24,0,2
3,3494,77,2,2
3,3152,46,0,1
3,271,74,4,2
3,655,46,8,2
3,111,97,99,4
3,8382,31,0,4
3,1783,31,4,2
3,2200,27,4,2
3,4185,53,0,4
3,5951,31,6,4
3,4340,45,1,1
3,178,40,0,1
3,6044,39,0,2
3,5,62,2,4
3,269,31,0,4
3,119,43,4,2
3,33,69,0,1
3,289,45,0,1
3,7594,42,0,1
3,260,27,0,2
3,7039,66,1,2
3,6997,64,0,1
3,3332,45,1,2
3,8716,32,0,4
3,8870,25,0,2
3,6812,65,1,4
3,3601,35,2,1
3,5685,29,16,4
3,7143,46,2,1
3,6333,66,6,2
3,6867,43,2,1
3,5537,39,7,1
3,6074,29,4,1
3,5126,58,9,2
3,6229,51,6,4
3,5316,27,11,4
3,6494,26,7,2
3,7686,25,0,2
3,7776,23,1,2
3,5260,52,2,1
3,6001,75,1,4
3,6272,66,3,2
3,6635,47,1,3
3,1819,57,11,4
3,209,53,10,2
3,3802,64,2,4
3,779,39,0,3
3,6206,52,10,2
3,449,51,5,2
3,3866,40,0,4
3,7152,34,10,2
3,772,28,7,2
3,6479,27,8,2
3,6924,32,0,4
3,5540,30,13,4
3,4047,23,0,4
3,6128,42,4,1
3,3241,64,19,4
3,4370,52,0,4
3,1409,28,0,1
3,9107,44,99,2
3,3169,29,0,4
3,8456,35,10,2
3,3120,28,6,4
3,7175,51,7,1
3,1639,61,0,4
3,7844,60,9,4
3,6888,41,6,4
3,5864,38,3,2
3,6755,19,0,4
3,1885,41,5,3
3,8346,37,9,4
3,2495,72,1,2
3,1920,50,0,1
3,5237,48,1,4
3,5385,24,9,2
3,5173,25,3,1
3,8197,40,1,1
3,6162,37,2,2
3,408,72,0,1
3,6314,86,5,4
3,8926,54,1,2
3,6302,46,8,4
3,3740,63,0,2
3,5102,31,5,2
3,6126,29,3,1
3,4665,63,2,1
3,2352,71,0,1
3,7460,70,4,2
3,4570,45,4,1
3,9077,41,2,4
3,7238,36,3,1
3,4237,69,0,3
3,888,75,7,1
3,238,43,3,2
3,638,30,3,2
3,7847,27,4,2
3,742,47,1,4
3,102,34,0,4
3,1280,75,0,2
3,3744,44,2,2
3,7384,39,0,2
3,4371,20,7,4
3,2627,64,0,1
3,229,31,6,2
3,2224,43,6,3
3,2450,51,0,1
3,2795,25,2,4
3,2465,45,4,2
3,6963,32,7,4
3,2521,65,0,2
3,6160,92,99,4
3,8426,69,1,1
3,5729,36,0,1
3,7950,49,3,1
3,6363,28,2,2
3,7545,58,0,1
3,7748,27,0,3
3,5900,81,0,4
3,6819,48,2,4
3,6547,40,1,4
3,2949,68,0,2
3,6717,36,1,2
3,4466,48,4,1
3,4681,90,0,2
3,1309,62,2,1
3,5128,47,1,2
3,4764,38,2,1
3,2659,60,0,4
3,4317,30,6,1
3,3798,76,0,2
3,6757,48,1,2
3,6871,45,0,4
3,8840,43,0,2
3,7374,44,0,1
3,5467,50,0,2
3,6752,54,8,4
3,8246,20,5,2
3,1074,59,0,4
3,4639,65,0,1
3,5263,30,2,4
3,563,78,0,2
3,421,54,9,4
3,4917,77,3,1
3,5370,35,0,2
3,5448,35,0,4
3,5328,60,0,2
3,5496,65,0,2
3,5074,38,2,1
3,6172,34,2,1
3,4897,64,0,1
3,5132,65,3,2
3,4839,39,0,1
3,36,85,2,2
3,8498,46,6,1
3,2333,57,0,1
3,5365,31,1,4
3,403,30,2,1
3,4460,61,2,1
3,58,71,0,2
3,3410,28,2,4
3,8289,26,5,4
3,6881,35,3,1
3,4557,75,0,2
3,4545,70,12,4
3,7620,51,4,1
3,6077,28,0,1
3,5110,70,6,2
3,647,45,0,4
3,4874,43,0,4
3,5636,63,0,1
3,8291,48,2,1
3,1601,81,99,4
3,3073,58,9,2
3,435,55,3,4
3,750,54,19,2
3,4795,33,2,1
3,2015,35,3,4
3,736,61,4,1
3,95,60,5,2
3,622,33,0,2
3,370,38,3,4
3,73,40,8,4
3,6930,61,3,4
3,5451,37,5,1
3,2515,42,5,1
3,6425,52,0,4
3,7204,36,3,4
3,343,67,1,4
3,2977,46,0,2
3,116,44,2,4
3,2750,56,0,4
3,5343,63,1,4
3,2858,42,4,2
3,6226,52,0,1
3,3278,50,0,2
3,8367,32,0,4
3,4502,50,0,2
3,3217,48,21,1
3,7464,28,6,4
3,5309,58,6,4
3,7656,55,7,1
3,5297,66,0,1
3,7994,32,0,4
3,3024,92,99,4
3,2246,54,2,1
3,6455,52,0,2
3,2102,66,1,4
3,5688,46,0,3
3,2729,42,0,4
3,6802,23,2,2
3,6278,20,6,2
3,2932,72,1,1
3,3577,53,2,1
3,8728,30,4,2
3,8342,22,2,1
3,6916,20,3,4
3,2329,66,1,1
3,5326,43,8,1
3,8778,41,0,4
3,3756,39,0,4
3,2909,67,0,1
3,698,43,6,2
3,5605,38,0,1
3,8075,42,15,4
3,2274,40,3,4
3,9100,53,99,4
3,8420,37,24,2
3,4171,27,3,4
3,3611,64,1,2
3,6985,41,0,1
3,7920,35,0,1
3,7321,20,3,2
3,425,67,4,1
3,7031,44,2,1
3,7673,23,0,1
3,5224,75,0,1
3,5545,34,4,4
3,664,34,2,1
3,6235,31,0,2
3,5868,30,1,2
3,8981,28,5,4
3,725,52,0,1
3,8633,24,7,2
3,255,29,1,1
3,5169,81,99,4
3,1412,44,6,4
3,3777,49,0,1
3,2232,40,2,2
3,40,91,5,4
3,8381,40,6,1
3,3587,35,0,4
3,3993,66,3,3
3,1222,30,6,1
3,8885,39,7,1
3,5666,69,2,1
3,3520,55,0,1
3,4608,53,2,4
3,6936,36,5,2
3,1308,28,2,2
3,7809,27,4,3
3,5638,82,99,4
3,4205,54,0,2
3,4818,52,3,3
3,5181,33,10,2
3,5461,65,0,4
3,2828,33,2,3
3,2415,67,0,1
3,2920,66,0,1
3,870,46,0,2
3,6472,43,1,1
3,6197,42,11,2
3,6825,40,4,2
3,3712,35,0,1
3,6941,68,0,1
3,5904,62,2,1
3,4832,39,1,1
3,1778,37,0,1
3,822,42,0,1
3,637,41,6,1
3,5094,36,0,2
3,3850,30,7,1
3,1250,65,1,2
3,3509,26,2,2
3,6261,76,9,3
3,6988,30,8,4
3,6715,49,1,1
3,3543,32,2,1
3,8627,58,2,1
3,7109,44,2,1
3,518,84,6,2
3,347,62,0,1
3,1969,60,0,1
3,7406,58,0,1
3,6895,53,0,1
3,3419,51,4,4
3,1228,44,0,2
3,2778,32,0,1
3,6598,33,0,4
3,5020,29,0,1
3,2305,28,0,2
3,5411,28,0,4
3,3602,28,0,1
3,7316,23,1,2
3,475,61,2,1
3,1685,36,4,1
3,6488,29,0,1
3,2277,80,0,2
3,3034,55,2,4
3,7066,53,0,1
3,7262,28,2,4
3,4694,25,4,4
3,2902,30,4,1
3,6636,26,1,4
3,1114,84,2,2
3,3388,63,14,4
3,2496,59,0,1
3,8275,48,4,1
3,3629,27,2,4
3,7046,27,2,3
3,226,60,4,2
3,2827,58,2,3
3,1994,43,7,2
3,3816,40,0,2
3,8787,25,8,2
3,2223,21,2,2
3,4235,21,3,2
3,1568,20,8,2
3,2240,47,16,3
3,3661,67,0,4
3,4654,46,9,2
3,3151,41,5,2
3,8325,32,99,4
3,7687,29,12,2
3,4548,28,6,2
3,2641,34,4,4
3,5372,30,12,2
3,1259,27,2,2
3,3960,25,12,2
3,4085,46,9,1
3,4794,32,7,1
3,3987,31,0,3
3,7463,60,2,1
3,790,85,6,2
3,3681,50,0,1
3,8304,57,2,4
3,6254,74,5,4
3,4905,64,0,2
3,1267,66,0,4
3,1966,41,23,2
3,6899,67,8,2
3,433,65,2,1
3,2942,55,0,1
3,414,28,2,2
3,6005,22,1,2
3,1890,39,3,1
3,5980,60,0,1
3,4759,35,6,2
3,6659,47,0,2
3,7965,46,6,1
3,4955,63,10,1
3,6017,31,3,4
3,3041,58,2,1
3,6609,56,2,1
3,1812,69,99,4
3,6146,65,99,4
3,9105,41,0,4
3,1632,35,1,2
3,5009,30,4,1
3,4970,28,2,2
3,1733,66,2,4
3,1846,44,2,2
3,4234,45,4,1
3,4271,20,6,2
3,2110,56,0,4
3,3690,41,0,2
3,626,63,0,1
3,337,79,5,3
3,8997,34,8,4
3,537,30,4,4
3,6886,28,0,4
3,9003,28,2,4
3,6642,26,6,2
3,857,59,2,1
3,5162,57,0,4
3,7961,56,0,4
3,8112,31,3,2
3,3384,32,3,1
3,4898,41,2,4
3,8126,64,10,1
3,6845,69,10,1
3,8179,53,0,1
3,7531,36,6,3
3,4146,35,0,2
3,8635,34,4,4
3,1962,88,0,2
3,6052,34,99,4
3,864,32,2,1
3,3360,61,2,4
3,245,61,10,2
3,840,81,1,2
3,368,50,4,2
3,4974,49,4,1
3,4323,74,0,2
3,883,53,2,2
3,7782,51,0,3
3,3827,32,2,1
3,1683,73,0,4
3,5454,82,99,4
3,4393,55,4,1
3,3971,52,1,1
3,7668,30,23,4
3,516,27,1,4
3,4849,50,0,4
3,7409,80,1,2
3,5387,46,0,1
3,5907,38,11,2
3,7051,27,4,1
3,7392,20,0,1
3,4676,52,2,1
3,5901,32,7,2
3,6370,31,8,4
3,7461,28,10,2
3,751,51,0,3
3,3502,70,6,1
3,4930,35,2,1
3,5196,57,17,4
3,5376,37,6,1
3,2237,80,0,2
3,444,64,2,2
3,6668,33,1,2
3,1964,28,1,1
3,3677,62,2,1
3,3920,64,0,2
3,3893,65,4,4
3,2551,68,2,2
3,2931,33,3,4
3,5764,33,0,1
3,6865,44,2,4
3,5554,57,4,2
3,7625,39,6,4
3,8912,35,0,4
3,6908,41,1,4
3,2225,61,2,2
3,1724,32,0,4
3,388,27,4,1
3,856,65,14,1
3,8413,45,0,1
3,1207,42,0,2
3,1266,76,8,4
3,2034,57,0,1
3,6903,55,2,1
3,6036,50,2,4
3,5518,33,0,1
3,7311,25,5,2
3,8634,25,2,2
3,3813,32,2,1
3,1753,27,2,1
3,6664,68,0,2
3,8321,73,6,1
3,7004,50,8,3
3,320,57,4,1
3,939,26,2,2
3,3678,66,1,1
3,810,65,10,2
3,3406,39,0,1
3,2068,33,2,1
3,6953,58,2,3
3,4749,68,4,1
3,3420,52,1,2
3,3809,51,0,2
3,5049,61,2,1
3,4062,57,1,2
3,3386,41,0,1
3,4699,90,0,1
3,5857,86,99,4
3,5013,62,4,2
3,1066,61,4,4
3,6901,54,4,2
3,8132,40,4,1
3,5220,39,2,1
3,1436,48,12,2
3,3792,53,3,1
3,5579,28,5,4
3,4501,26,0,2
3,3017,52,1,3
3,1045,67,0,1
3,8363,40,0,2
3,1075,76,2,2
3,7063,58,2,4
3,1425,33,0,1
3,2146,19,0,4
3,2869,33,0,1
3,3005,42,1,1
3,3117,67,1,1
3,2212,55,0,4
3,5122,51,1,1
3,1347,95,99,4
3,329,64,1,3
3,3129,36,3,2
3,1456,31,1,2
3,7581,32,2,4
3,695,29,1,2
3,2764,60,0,1
3,4428,25,4,4
3,92,86,6,2
3,2191,59,1,4
3,5386,55,1,4
3,1559,54,7,1
3,124,54,2,1
3,2704,67,4,1
3,2502,64,5,1
3,3604,59,4,1
3,2856,35,1,1
3,5493,32,3,1
3,3417,28,1,2
3,5990,27,4,4
3,7351,66,0,2
3,7591,41,4,2
3,7455,34,2,2
3,7156,34,0,1
3,7478,38,2,2
3,7260,31,5,1
3,7462,65,2,2
3,7508,39,2,3
3,7638,37,2,1
3,3138,77,2,1
3,6097,49,0,1
3,6287,43,2,2
3,3385,85,3,1
3,3517,57,4,2
3,1188,26,1,2
3,6554,25,2,4
3,2307,60,2,3
3,5146,26,8,3
3,1801,83,0,3
3,3631,54,2,4
3,7237,33,1,4
3,6303,30,8,4
3,7778,28,6,2
3,5788,60,4,1
3,4432,56,0,4
3,7521,70,1,4
3,5084,44,5,4
3,1034,34,4,1
3,397,63,0,1
3,3998,35,8,1
3,1590,85,12,4
3,1718,65,1,1
3,9004,34,3,2
3,4223,32,10,1
3,6542,27,7,2
3,7101,68,9,4
3,8119,47,12,2
3,7873,42,17,2
3,5011,49,7,4
3,1256,55,18,2
3,5989,28,0,2
3,7762,55,0,1
3,8449,31,5,4
3,9011,23,4,1
3,6706,64,0,4
3,8841,42,0,2
3,5776,32,3,2
3,1044,60,0,2
3,2982,23,0,3
3,4975,62,2,2
3,3877,58,7,4
3,8015,36,2,4
3,3294,34,2,4
3,4345,25,8,1
3,3425,66,5,1
3,2835,31,6,1
3,8714,46,0,3
3,8809,40,6,2
3,4864,59,0,1
3,1189,53,13,2
3,8206,35,7,1
3,5238,21,0,3
3,4274,75,0,1
3,8864,47,3,2
3,5240,43,4,1
3,6934,83,3,2
3,5890,52,12,4
3,5289,76,1,4
3,5782,54,0,2
3,1398,55,0,4
3,5456,44,10,3
3,902,53,99,4
3,1275,71,8,1
3,1180,47,0,1
3,1225,72,2,1
3,7582,45,6,3
3,322,82,2,2
3,1984,48,5,2
3,7364,22,3,2
3,5147,53,0,1
3,4568,47,0,1
3,2916,50,0,4
3,4539,35,2,3
3,7912,22,6,3
3,4391,100,99,4
3,3078,76,0,2
3,5525,92,99,4
3,1489,62,0,2
3,2733,61,0,1
3,4139,35,0,4
3,7766,51,1,1
3,6168,49,0,2
3,4462,48,3,2
3,6541,46,1,2
3,1957,52,2,4
3,97,79,2,2
3,3125,59,5,2
3,5172,57,6,1
3,1111,56,0,1
3,7812,55,5,4
3,1671,53,0,1
3,3201,50,0,1
3,2480,48,10,2
3,7976,43,1,2
3,5701,43,0,1
3,639,39,4,2
3,7808,42,6,2
3,5213,38,7,2
3,4802,34,0,2
3,447,33,0,2
3,4731,32,2,1
3,8500,33,6,2
3,7263,32,0,4
3,2309,28,2,1
3,1781,26,2,2
3,8286,23,7,2
3,4967,35,0,1
3,4394,34,6,1
3,1954,38,0,1
3,3162,42,12,3
3,7540,24,2,4
3,7402,86,0,4
3,2194,33,10,2
3,2078,30,12,4
3,7646,29,11,2
3,8556,44,0,4
3,3644,34,0,4
3,187,86,0,1
3,3086,47,0,1
3,298,64,0,1
3,7520,89,7,4
3,3522,61,0,4
3,1527,33,1,2
3,3243,26,4,4
3,86,77,2,1
3,5150,53,0,2
3,9007,32,8,4
3,7391,25,8,4
3,1887,51,0,1
3,2417,47,6,1
3,3914,72,8,1
3,7277,47,0,4
3,6907,40,2,1
3,3559,76,0,1
3,8166,53,0,4
3,5361,41,4,2
3,1960,45,11,4
3,3773,36,2,1
3,6426,35,0,4
3,7448,31,6,3
3,3504,63,2,1
3,2591,59,1,1
3,3020,39,4,1
3,1616,81,8,2
3,5937,49,0,2
3,5437,62,0,1
3,5881,25,4,2
3,6070,58,4,4
3,5114,58,4,3
3,8779,37,4,1
3,480,73,2,1
3,961,57,2,1
3,1431,30,3,1
3,2917,53,4,4
3,2261,34,2,1
3,6203,48,14,4
3,6500,72,0,2
3,3568,54,12,4
3,4479,28,4,2
3,2491,91,4,4
3,7915,46,3,4
3,2950,35,1,2
3,1467,51,2,2
3,1289,33,6,1
3,1198,32,4,3
3,3209,65,1,1
3,2719,58,4,2
3,887,37,6,1
3,2501,33,2,1
3,3557,31,2,2
3,923,29,7,2
3,559,64,1,1
3,8369,19,2,2
3,7329,43,0,1
3,8280,50,1,4
3,8767,66,3,4
3,8629,42,1,1
3,4055,68,0,1
3,2522,26,3,2
3,4124,31,0,1
3,5306,44,3,4
3,3591,65,5,4
3,3320,39,4,4
3,2089,32,5,4
3,4231,43,2,2
3,5353,37,4,1
3,1720,63,5,4
3,3832,39,3,4
3,1479,43,15,2
3,3515,28,0,4
3,3810,27,4,4
3,3497,49,2,1
3,4695,23,0,4
3,2235,86,1,1
3,7028,57,4,1
3,2115,49,1,1
3,7931,34,0,1
3,3856,29,9,4
3,2049,28,6,4
3,3171,25,4,2
3,6631,25,13,4
3,3488,23,4,3
3,3706,21,0,2
3,3418,65,0,1
3,5248,62,8,1
3,6157,49,0,3
3,6551,48,14,2
3,8830,29,5,4
3,2876,83,0,2
3,3820,83,6,4
3,8819,60,13,1
3,5674,57,4,1
3,2974,55,1,2
3,3029,50,0,4
3,3560,33,3,2
3,7513,32,0,3
3,2758,30,7,1
3,9049,30,11,1
3,3368,27,2,1
3,7053,24,5,2
3,6587,24,9,2
3,5201,57,1,4
3,8414,30,0,1
3,1291,66,1,1
3,2019,38,1,2
3,773,70,99,4
3,3255,64,2,1
3,6923,39,3,3
3,3174,64,2,3
3,5268,35,2,3
3,98,72,5,2
3,2431,49,0,2
3,4437,48,0,4
3,8379,29,2,1
3,4224,59,0,4
3,7153,55,0,2
3,3094,50,0,2
3,3908,49,4,4
3,6464,47,0,4
3,2885,45,0,1
3,7816,43,3,4
3,7674,35,4,1
3,8938,31,4,4
3,8934,29,2,3
3,3055,32,4,4
3,6055,27,2,4
3,6374,23,3,2
3,8679,59,0,3
3,3311,43,0,1
3,1159,60,0,4
3,1657,34,6,4
3,8782,26,0,4
3,8282,30,3,4
3,410,91,9,4
3,1591,89,4,2
3,381,53,2,1
3,4540,64,0,3
3,900,63,2,1
3,5101,33,3,1
3,5440,38,0,4
3,6062,31,2,4
3,975,65,2,2
3,1176,37,10,3
3,527,77,1,2
3,2159,50,0,2
3,3074,47,2,2
3,5230,34,2,4
3,3403,32,4,2
3,2981,28,3,1
3,3001,26,6,2
3,3116,25,2,4
3,3725,22,8,4
3,3984,22,0,4
3,4506,22,3,4
3,8071,29,0,2
3,5270,58,9,3
3,7421,51,0,1
3,4615,70,0,2
3,3254,53,0,1
3,4738,28,4,2
3,1569,68,1,1
3,1922,42,2,1
3,4452,41,0,1
3,1143,41,0,4
3,2323,35,13,1
3,5067,36,3,4
3,4192,82,0,2
3,6487,61,0,2
3,5830,51,6,1
3,205,84,0,2
3,1622,40,1,2
3,54,38,1,2
