ER53001,ER53002,ER53017,ER57482,ER58255
3,355,30,4,4
3,272,26,2,2
3,11,60,2,1
3,4,34,0,4
3,9038,59,1,1
3,1540,60,5,2
3,4914,53,1,1
3,6744,30,0,2
3,5007,28,0,1
3,506,65,3,1
3,6974,65,3,1
3,6158,34,6,1
3,8226,32,4,4
3,5487,29,3,1
3,4164,69,0,3
3,4674,64,1,2
3,6694,32,6,2
3,6297,43,4,1
3,4175,75,0,1
3,4267,58,0,1
3,5292,54,13,2
3,5099,50,0,2
3,4051,26,0,2
3,6304,31,4,1
3,1395,45,1,1
3,5505,45,3,2
3,171,99,4,4
3,1010,22,2,3
3,1296,50,2,1
3,442,54,1,1
3,118,27,4,1
3,83,26,2,1
3,3880,61,0,2
3,4537,62,1,1
3,4110,27,2,3
3,2222,38,2,1
3,5627,33,6,1
3,1192,70,0,1
3,62,45,0,2
3,8671,27,6,4
3,1440,54,0,1
3,7651,69,99,4
3,486,36,4,4
3,2170,37,3,3
3,5295,41,2,1
3,4415,81,4,2
3,1108,69,0,1
3,1041,44,0,2
3,8034,25,0,4
3,1063,48,2,4
3,8100,47,0,2
3,7345,33,0,1
3,350,25,0,1
3,3640,69,1,1
3,7820,51,4,4
3,3617,57,8,1
3,5331,68,4,1
3,5108,41,0,3
3,4852,38,0,3
3,1099,70,0,1
3,4870,46,0,1
3,4254,45,10,2
3,4440,44,0,1
3,607,41,9,2
3,4573,25,1,2
3,3864,20,0,3
3,8172,40,0,4
3,8261,58,2,1
3,5088,34,2,2
3,1673,53,2,2
3,1307,28,7,2
3,5809,71,0,4
3,4887,42,0,1
3,5910,60,3,2
3,6064,59,0,1
3,6011,70,3,2
3,8145,50,2,3
3,8085,45,0,4
3,5624,45,4,4
3,5602,39,3,2
3,2804,94,2,1
3,6925,64,0,2
3,8536,36,5,2
3,4067,69,0,1
3,4101,62,0,1
3,1229,32,6,1
3,5998,76,0,4
3,8477,49,0,4
3,6653,42,5,3
3,7270,34,2,4
3,5062,62,2,3
3,3622,64,8,1
3,752,62,0,1
3,1187,58,2,2
3,3084,54,0,4
3,4083,28,9,1
3,6156,26,6,2
3,216,25,4,2
3,6839,22,1,2
3,1394,56,2,1
3,199,52,4,1
3,1422,64,2,1
3,8062,49,4,4
3,204,28,0,1
3,739,32,5,1
3,1365,42,6,3
3,6061,30,12,2
3,4129,29,4,2
3,3723,65,5,4
3,837,43,0,1
3,1880,41,6,1
3,3530,69,0,4
3,5183,43,13,4
3,5883,72,1,1
3,5849,85,8,1
3,7511,49,1,1
3,7356,25,6,1
3,5656,64,0,1
3,5707,74,3,4
3,7437,69,3,4
3,8043,47,2,1
3,774,77,0,1
3,5797,76,1,2
3,5459,51,2,1
3,6764,42,2,1
3,79,59,3,1
3,8243,34,3,4
3,4190,26,2,4
3,6332,43,3,1
3,5774,29,0,4
3,3228,76,2,2
3,3292,55,3,1
3,6565,28,2,2
3,6509,30,6,4
3,2796,28,8,4
3,3519,25,0,1
3,5725,25,1,2
3,3970,58,1,1
3,3716,52,2,1
3,5568,59,0,4
3,8120,50,2,4
3,6616,30,3,3
3,4806,25,4,1
3,224,67,2,2
3,2149,72,2,4
3,3707,47,0,4
3,5174,39,1,4
3,4374,56,4,1
3,1038,45,3,4
3,5341,65,1,4
3,5498,43,4,1
3,5463,21,0,4
3,8992,45,2,4
3,8853,23,12,3
3,5628,22,6,1
3,46,80,1,1
3,7689,64,5,2
3,7940,41,0,1
3,3927,39,4,1
3,7447,46,1,1
3,4443,60,11,1
3,1130,65,1,1
3,1659,41,21,4
3,6949,41,14,2
3,1775,32,0,2
3,8213,59,0,4
3,2769,84,6,2
3,513,61,2,1
3,3552,27,4,4
3,8489,42,1,4
3,3666,40,2,4
3,3528,34,1,1
3,3111,55,0,2
3,3423,29,4,2
3,3545,30,12,2
3,4257,27,4,2
3,2055,61,3,2
3,2117,61,5,4
3,3924,42,0,2
3,3279,39,1,4
3,1258,38,2,4
3,1513,37,1,2
3,6205,44,2,4
3,6800,36,0,4
3,3287,35,0,4
3,2100,22,7,4
3,7617,19,9,2
3,3400,42,0,2
3,4534,35,7,2
3,4286,32,5,4
3,1223,79,2,1
3,2720,72,0,2
3,302,52,1,2
3,917,44,0,2
3,276,35,9,2
3,4861,33,4,2
3,196,31,1,1
3,2740,25,1,2
3,4562,24,2,4
3,1485,74,0,1
3,1205,47,0,3
3,4923,30,7,2
3,264,42,0,3
3,624,23,5,2
3,1529,29,0,1
3,2004,35,0,2
3,8913,72,4,3
3,6292,63,9,2
3,6877,35,14,2
3,7045,30,5,4
3,6950,61,1,2
3,6006,67,0,1
3,6913,58,0,1
3,6648,41,10,4
3,6159,35,2,1
3,6996,35,0,4
3,6347,32,2,1
3,6029,31,4,1
3,6743,32,6,2
3,6961,30,0,1
3,6300,25,0,2
3,5721,70,0,1
3,5756,58,2,1
3,6702,30,1,1
3,5658,31,0,1
3,147,85,9,1
3,2646,59,0,4
3,3449,60,15,2
3,3703,35,4,4
3,4337,34,4,2
3,3636,49,14,2
3,6799,83,0,2
3,6490,44,7,2
3,6579,36,6,1
3,8262,39,4,1
3,6646,84,0,2
3,7362,60,1,4
3,6279,59,1,1
3,7514,54,4,1
3,8510,50,2,4
3,6242,56,6,2
3,6967,31,0,2
3,6371,30,2,2
3,6081,32,0,3
3,398,79,3,2
3,3925,48,2,4
3,1302,45,1,2
3,197,80,5,2
3,6410,58,5,2
3,8817,25,8,4
3,7590,22,5,2
3,2233,65,0,1
3,5176,32,15,2
3,4800,44,1,1
3,180,74,5,2
3,8723,40,2,4
3,2851,21,9,2
3,318,62,4,4
3,1402,44,15,1
3,342,26,2,3
3,769,74,0,2
3,1868,41,0,2
3,906,83,5,1
3,8788,44,1,4
3,6896,35,0,4
3,1715,23,0,2
3,9080,20,0,4
3,890,60,9,4
3,1080,58,2,1
3,482,32,4,1
3,5927,85,1,1
3,4978,51,1,2
3,8278,23,0,2
3,4151,81,99,4
3,6257,60,0,3
3,5870,58,3,2
3,4193,54,0,4
3,4154,49,4,1
3,3857,30,4,4
3,3868,27,2,2
3,5682,51,1,1
3,6795,35,0,4
3,4895,68,0,4
3,9066,27,10,4
3,8855,51,0,4
3,5442,61,3,2
3,3393,64,5,1
3,6731,30,3,2
3,6511,29,3,2
3,4165,25,8,2
3,6686,52,11,1
3,1052,68,0,2
3,983,48,0,1
3,845,26,1,1
3,1492,76,8,2
3,6318,47,12,2
3,4951,53,4,1
3,5051,28,2,2
3,5522,25,7,2
3,5233,25,0,2
3,5968,57,2,3
3,6980,68,4,2
3,3490,23,0,2
3,8154,42,0,1
3,3270,49,8,1
3,4780,23,0,3
3,107,63,2,1
3,7951,30,0,1
3,3904,36,2,1
3,545,64,0,1
3,645,33,2,1
3,5327,23,4,2
3,4123,53,8,1
3,522,72,1,2
3,604,49,0,2
3,3046,46,2,2
3,2174,42,7,1
3,628,66,0,4
3,1155,48,8,4
3,448,44,6,2
3,8362,30,6,4
3,1763,94,3,4
3,5799,39,0,1
3,6141,62,3,3
3,6089,47,4,4
3,7065,61,7,4
3,7427,38,0,1
3,8215,42,1,4
3,6319,36,0,1
3,2124,77,0,4
3,6376,26,0,1
3,2109,59,1,4
3,6435,60,4,2
3,8470,38,13,2
3,6766,35,0,2
3,8793,36,7,2
3,5584,46,3,4
3,3054,67,2,2
3,1027,85,1,1
3,1932,59,3,1
3,3976,31,7,2
3,7572,32,1,1
3,4860,29,4,2
3,8374,29,0,2
3,9013,26,7,4
3,3296,22,2,4
3,7551,60,0,4
3,4587,59,2,1
3,1854,60,0,3
3,2083,52,2,1
3,5877,59,2,4
3,4982,54,2,1
3,8095,50,4,1
3,2096,30,4,1
3,4027,30,3,3
3,4550,66,0,2
3,6274,81,4,4
3,2350,45,2,1
3,6854,61,6,4
3,6564,54,4,2
3,3469,51,10,2
3,8976,38,8,4
3,6094,32,10,2
3,4863,22,4,2
3,8121,51,8,4
3,8620,29,7,4
3,4770,81,6,4
3,6559,80,12,2
3,6495,63,8,2
3,6906,22,2,4
3,2918,58,2,3
3,6335,63,0,1
3,4105,42,0,1
3,8044,41,6,3
3,5098,44,6,1
3,4949,58,2,3
3,3330,55,2,1
3,9083,56,3,1
3,6508,54,0,1
3,8875,32,4,4
3,7110,27,2,1
3,7210,27,4,2
3,7995,25,3,2
3,7875,52,7,1
3,7701,58,0,2
3,8690,36,9,4
3,6912,26,5,4
3,5898,51,1,1
3,3541,26,1,2
3,3377,77,2,1
3,5562,31,2,1
3,152,83,0,2
3,1931,40,0,2
3,2247,64,0,1
3,1079,72,8,4
3,5032,48,9,4
3,1944,44,0,4
3,2744,37,6,4
3,1269,37,5,2
3,7006,26,0,2
3,7361,42,1,1
3,1545,80,0,1
3,8774,46,0,1
3,8749,65,5,2
3,1735,43,0,4
3,1850,31,10,1
3,1348,72,1,2
3,1937,82,99,4
3,584,65,9,1
3,3140,61,7,2
3,699,59,17,2
3,688,56,17,2
3,2818,38,12,2
3,8263,41,0,1
3,2278,34,16,2
3,3608,34,0,2
3,8565,32,3,1
3,3735,30,2,2
3,8800,22,11,4
3,1660,49,0,2
3,753,65,2,1
3,7100,35,0,1
3,4464,33,0,1
3,3401,23,1,3
3,3057,21,0,4
3,2506,40,2,1
3,4463,46,0,1
3,3695,36,4,4
3,599,44,0,1
3,8578,45,0,1
3,4734,41,6,1
3,1952,34,6,1
3,8570,24,3,1
3,5854,26,2,1
3,1318,32,2,1
3,3271,30,5,1
3,8574,33,4,1
3,1469,85,1,4
3,901,62,0,1
3,3014,61,0,1
3,7088,57,17,2
3,2736,52,0,2
3,8074,36,4,1
3,281,39,12,1
3,3974,38,0,2
3,8133,33,5,2
3,2707,26,6,4
3,4433,23,8,4
3,2789,32,10,1
3,4184,35,2,3
3,7319,40,12,1
3,5785,27,4,1
3,4881,31,17,3
3,988,55,0,2
3,605,33,0,4
3,4325,51,8,1
3,7099,31,4,4
3,3654,78,12,2
3,3561,59,6,2
3,1060,54,2,2
3,6537,52,10,4
3,6689,42,4,4
3,7672,39,1,1
3,8650,36,2,4
3,8568,32,2,4
3,8110,32,3,2
3,2635,28,0,1
3,7267,28,2,4
3,2984,38,18,2
3,452,37,2,1
3,4441,63,2,3
3,7259,25,8,3
3,734,71,0,1
3,2848,51,0,2
3,8732,48,2,1
3,4934,43,0,4
3,3951,28,2,1
3,6174,26,12,2
3,9082,58,0,4
3,7491,62,2,4
3,3709,36,0,1
3,3445,35,2,3
3,8799,74,1,2
3,110,54,0,1
3,3137,49,1,1
3,498,24,8,4
3,2505,36,3,4
3,908,67,0,1
3,429,47,16,2
3,7389,30,0,2
3,5215,24,5,4
3,8266,58,4,4
3,8094,36,2,4
3,2927,91,0,2
3,7734,57,0,4
3,8654,37,0,4
3,7147,34,0,1
3,225,52,10,3
3,7385,32,0,4
3,945,63,0,2
3,362,39,0,4
3,2042,53,4,3
3,1336,58,0,2
3,1498,66,0,1
3,4354,64,12,2
3,3875,44,0,1
3,1514,42,0,2
3,1888,37,4,2
3,2746,37,3,2
3,2770,26,0,2
3,861,65,0,1
3,1955,44,0,2
3,2864,43,8,2
3,9022,30,5,2
3,1537,24,2,4
3,5422,22,5,4
3,2479,69,0,2
3,3309,53,1,3
3,5753,45,0,1
3,1497,26,14,4
3,2142,58,0,4
3,8644,29,6,4
3,4032,38,0,1
3,3685,32,4,2
3,3865,30,2,2
3,3794,61,1,1
3,7302,29,3,3
3,2998,65,0,1
3,5191,74,9,1
3,3918,48,2,4
3,7445,29,4,2
3,4326,29,6,2
3,4060,26,1,2
3,6725,25,3,2
3,7887,53,5,3
3,1271,25,16,3
3,1750,53,2,4
3,6535,47,0,2
3,8237,23,9,2
3,7310,38,14,3
3,6675,59,11,4
3,7323,63,0,2
3,5349,34,3,2
3,1722,66,0,1
3,4655,35,0,1
3,3510,40,0,4
3,6946,58,2,3
3,3848,55,1,4
3,4927,53,4,4
3,4579,34,2,2
3,8340,31,4,1
3,4760,29,2,1
3,4182,71,0,1
3,380,70,18,2
3,2153,72,0,4
3,2853,42,5,2
3,8746,47,3,3
3,1542,74,2,2
3,2314,47,2,1
3,7929,56,12,2
3,2152,35,8,1
3,4014,57,0,1
3,943,74,2,1
3,259,53,0,4
3,814,33,4,4
3,1244,73,0,2
3,7089,62,11,2
3,683,60,16,4
3,1018,41,6,4
3,3280,43,0,1
3,1070,39,2,2
3,8895,38,15,2
3,776,32,13,4
3,7871,33,5,4
3,5732,25,3,2
3,1862,23,6,4
3,6393,23,6,4
3,399,38,15,2
3,3091,59,10,4
3,879,36,18,4
3,1203,39,7,4
3,1125,33,3,4
3,1043,29,14,1
3,5717,39,18,1
3,8439,26,5,4
3,2971,65,7,2
3,3782,61,0,1
3,634,38,1,2
3,8431,32,3,4
3,8333,18,6,4
3,9006,52,0,1
3,4961,37,4,3
3,4769,49,0,4
3,5886,35,4,1
3,7619,23,9,4
3,5449,79,4,4
3,5557,37,2,4
3,7061,32,0,1
3,6892,60,2,1
3,7789,37,2,2
3,5974,30,2,1
3,6073,72,0,1
3,7768,46,0,1
3,5945,43,2,1
3,6813,71,0,1
3,6283,28,8,1
3,8904,26,1,1
3,7233,53,5,4
3,7043,48,6,1
3,6265,25,4,4
3,5586,33,5,1
3,2940,65,0,1
3,7502,44,0,4
3,4575,71,6,2
3,5384,47,6,2
3,6139,44,4,2
3,6628,22,9,4
3,5414,64,1,1
3,8424,47,1,2
3,3963,67,0,1
3,4771,58,4,2
3,3829,63,10,4
3,2832,36,2,1
3,2474,34,5,2
3,3616,29,4,1
3,3950,49,1,4
3,5821,85,0,2
3,8515,66,1,4
3,8854,64,10,1
3,5947,40,2,2
3,8517,33,2,4
3,8524,30,8,4
3,8518,26,1,2
3,8866,23,4,2
3,6369,68,0,4
3,6177,39,0,1
3,8453,26,16,4
3,5619,71,0,3
3,7246,51,4,4
3,8501,46,0,4
3,5398,41,2,1
3,5802,32,0,1
3,5934,30,2,2
3,6135,29,6,4
3,5415,27,4,2
3,7676,31,0,1
3,6578,67,3,2
3,8149,41,2,4
3,1927,58,6,1
3,4603,56,0,2
3,8341,34,0,4
3,8240,44,2,1
3,1090,78,6,4
3,1585,53,4,2
3,8072,50,3,2
3,2880,49,0,1
3,6602,40,0,2
3,7824,36,4,1
3,583,80,0,4
3,7155,51,0,4
3,8505,28,4,4
3,3378,47,12,3
3,4117,32,0,2
3,5103,29,0,3
3,7512,26,4,4
3,8018,20,2,4
3,4012,33,8,1
3,8909,51,5,3
3,1535,69,8,2
3,1553,50,2,2
3,5279,89,6,1
3,7313,85,99,4
3,5350,63,1,1
3,3233,58,5,1
3,577,29,1,4
3,6104,28,9,4
3,7077,26,0,1
3,832,27,4,1
3,6726,86,0,4
3,6560,57,0,2
3,6026,35,2,2
3,6079,34,4,2
3,6404,32,4,2
3,8592,31,1,1
3,5966,28,4,4
3,6134,61,5,4
3,6917,25,1,1
3,8742,30,0,1
3,2021,29,2,2
3,1947,27,0,2
3,8810,39,4,1
3,2650,31,0,1
3,7953,62,3,1
3,4631,58,2,1
3,5587,31,9,1
3,385,67,0,4
3,7793,36,2,1
3,4807,50,1,4
3,4295,38,2,1
3,4845,50,2,2
3,3540,49,0,1
3,4824,48,0,4
3,3108,32,1,2
3,7781,29,7,4
3,8731,74,0,4
3,5972,36,0,4
3,4404,61,3,2
3,681,69,3,2
3,3627,67,0,2
3,3653,66,0,2
3,4772,45,0,4
3,7218,42,0,4
3,8384,24,4,4
3,3507,64,2,4
3,427,40,3,4
3,3876,35,9,4
3,223,48,0,1
3,2688,31,6,1
3,8897,19,14,4
3,8948,35,4,1
3,8041,39,16,4
3,3037,57,0,1
3,3803,47,0,1
3,780,39,0,2
3,4220,35,6,4
3,666,76,0,1
3,2897,39,1,1
3,2011,99,99,4
3,1798,65,19,4
3,2361,57,0,3
3,792,52,0,1
3,893,36,2,1
3,7988,29,4,2
3,2604,27,8,4
3,1028,59,1,1
3,2178,59,6,2
3,2730,64,11,4
3,5244,43,3,3
3,7923,30,18,2
3,4858,21,0,4
3,4201,22,4,4
3,2527,22,6,1
3,7054,61,1,1
3,1102,33,3,2
3,4648,65,0,1
3,7679,58,0,1
3,5758,40,3,1
3,1030,37,5,1
3,1145,73,0,2
3,4636,84,0,2
3,5858,27,7,4
3,3102,51,2,2
3,2392,77,2,2
3,3422,57,0,1
3,2134,54,10,2
3,4061,35,2,1
3,4758,33,7,2
3,3131,27,11,2
3,3968,64,2,1
3,4247,30,3,1
3,432,77,0,3
3,1556,75,0,1
3,4230,61,0,1
3,8014,92,7,2
3,5129,47,0,1
3,4211,63,2,2
3,5987,57,1,1
3,3965,30,2,4
3,2517,28,2,1
3,5222,25,6,2
3,4355,62,4,2
3,8584,40,0,1
3,8608,42,5,3
3,8250,62,1,3
3,4513,31,4,2
3,8792,31,6,4
3,5633,89,3,2
3,8042,59,0,2
3,5177,33,2,2
3,8150,26,12,4
3,7119,23,4,4
3,5737,67,7,3
3,1821,94,0,2
3,5696,63,0,2
3,898,62,0,2
3,7199,67,0,4
3,4430,43,0,2
3,6849,41,3,4
3,5511,32,2,3
3,2424,69,1,1
3,3964,69,2,4
3,4497,70,3,4
3,765,44,7,1
3,221,39,8,2
3,7322,23,2,2
3,6638,70,99,4
3,2963,80,0,4
3,767,61,2,2
3,2088,33,7,4
3,3513,32,2,2
3,8863,33,2,2
3,396,61,1,4
3,3132,36,3,1
3,3188,35,4,1
3,1669,33,0,1
3,8118,33,11,4
3,5095,58,1,1
3,1214,30,4,1
3,2578,28,4,1
3,5781,87,99,4
3,5705,57,0,2
3,8295,41,2,4
3,7254,36,5,1
3,4408,31,16,2
3,8443,26,3,4
3,5257,65,0,1
3,7490,53,4,2
3,8395,27,1,4
3,7303,50,3,4
3,8920,56,4,4
3,8579,35,4,1
3,9042,32,2,4
3,3869,85,5,2
3,3940,60,0,2
3,4229,41,2,3
3,6362,90,99,4
3,4465,24,1,1
3,6267,62,1,1
3,3768,45,6,4
3,6452,54,5,4
3,5329,75,99,4
3,4498,55,24,4
3,4392,50,4,3
3,9047,26,4,2
3,7561,43,2,4
3,3638,78,4,2
3,7647,56,10,4
3,520,53,2,1
3,722,50,2,1
3,6325,42,1,4
3,4279,30,2,2
3,5427,28,5,2
3,5530,20,11,4
3,1082,58,4,1
3,93,83,1,2
3,163,58,1,2
3,91,55,0,2
3,1637,61,2,4
3,3040,59,1,1
3,812,36,2,3
3,2150,31,0,4
3,2463,38,3,4
3,3775,21,4,1
3,3663,64,16,4
3,2423,76,1,1
3,3090,51,2,1
3,3010,43,4,4
3,148,54,0,1
3,2022,40,0,1
3,5702,30,1,1
3,1427,56,12,2
3,6454,55,0,4
3,359,42,0,1
3,7924,27,3,1
3,210,50,0,2
3,2485,89,7,2
3,1599,62,0,1
3,2965,28,2,2
3,5494,26,0,4
3,3430,54,8,1
3,1948,55,2,1
3,7229,24,5,4
3,689,83,0,1
3,2546,55,0,2
3,1384,30,3,1
3,4141,61,3,1
3,3462,33,4,1
3,372,34,6,4
3,1511,85,2,2
3,6237,59,3,1
3,2410,57,0,3
3,550,50,2,1
3,7645,34,2,1
3,2271,30,2,2
3,7991,29,5,4
3,4316,25,6,2
3,2639,61,0,1
3,4143,48,2,1
3,7558,50,2,4
3,6416,27,4,3
3,1226,30,0,4
3,728,28,6,1
3,2701,26,0,4
3,8265,60,0,1
3,1765,61,0,1
3,3573,64,2,1
3,4538,27,2,1
3,3630,24,5,3
3,4081,74,0,4
3,4367,72,0,2
3,4531,57,1,1
3,3080,55,0,3
3,1290,68,0,3
3,991,39,2,2
3,8196,34,14,4
3,3112,60,0,3
3,3870,60,9,4
3,2181,56,0,4
3,2616,55,0,1
3,1536,39,0,3
3,1432,42,0,4
3,6831,82,2,1
3,8005,52,6,2
3,6417,48,5,3
3,6720,51,0,1
3,7097,24,6,3
3,6614,71,5,1
3,7040,67,8,1
3,6528,45,1,1
3,5344,72,0,4
3,6738,45,4,1
3,5082,33,2,2
3,4218,37,0,4
3,1103,59,1,4
3,2236,66,0,1
3,1087,50,2,1
3,7584,89,2,4
3,4876,66,0,1
3,5734,74,0,1
3,7516,51,4,2
3,7475,47,4,2
3,7472,26,4,2
3,8128,19,14,4
3,7488,45,2,4
3,4228,24,6,2
3,4879,83,6,1
3,5762,51,2,1
3,9035,47,5,1
3,8292,52,8,4
3,6625,76,0,1
3,5346,49,7,2
3,7068,45,5,4
3,8492,48,2,1
3,6529,81,3,2
3,6570,59,0,1
3,6277,53,0,1
3,6553,26,0,2
3,7363,53,1,1
3,6247,29,1,1
3,6336,27,3,4
3,7773,85,2,1
3,6353,84,3,2
3,5679,62,5,1
3,6204,61,2,2
3,5958,57,6,1
3,8572,56,0,2
3,6517,29,3,2
3,7368,23,4,4
3,7443,33,0,1
3,6356,28,4,4
3,5741,65,0,4
3,8360,46,0,1
3,8415,40,0,1
3,8033,23,7,4
3,8974,24,7,4
3,1352,72,11,2
3,1428,46,1,1
3,1274,44,1,4
3,1633,22,16,2
3,3609,21,0,4
3,1407,51,2,2
3,4842,58,21,3
3,7215,37,4,4
3,5967,31,3,1
3,6208,59,0,1
3,7805,56,99,4
3,4471,76,3,1
3,3539,53,0,2
3,5921,52,0,4
3,4642,65,2,1
3,6527,48,0,4
3,6872,47,0,1
3,7596,62,0,3
3,1761,83,0,1
3,1686,54,6,2
3,2878,27,7,2
3,3274,56,0,1
3,2687,66,0,1
3,8733,43,5,2
3,7348,39,0,1
3,877,69,4,1
3,6436,67,99,4
3,6470,58,0,2
3,7084,52,2,2
3,5556,29,0,1
3,6573,27,5,2
3,6767,22,7,2
3,6046,56,0,1
3,6732,26,1,1
3,7501,69,5,1
3,6086,45,6,1
3,8270,43,4,1
3,6662,71,0,1
3,1110,89,99,4
3,1333,77,99,1
3,1020,77,0,2
3,534,56,0,1
3,8989,34,3,4
3,491,79,13,2
3,7786,83,99,4
3,5304,63,4,4
3,3684,65,0,1
3,4298,39,1,1
3,4352,39,0,4
3,6874,55,0,2
3,8838,47,6,4
3,9033,38,1,4
3,6883,35,10,4
3,6978,30,10,2
3,9091,27,0,4
3,4756,63,7,2
3,3843,34,0,4
3,2903,66,0,2
3,711,66,0,1
3,678,34,2,2
3,1494,32,2,2
3,649,62,0,1
3,49,55,0,4
3,1129,64,2,3
3,6013,40,4,4
3,1160,36,3,3
3,2552,61,8,2
3,8729,33,4,4
3,4931,24,6,1
3,1999,51,2,1
3,5465,52,4,1
3,8922,29,0,2
3,7908,25,2,2
3,696,72,0,2
3,7635,32,3,4
3,1858,23,2,1
3,974,71,5,1
3,4697,46,7,4
3,4660,44,6,1
3,2668,20,6,4
3,3495,80,3,4
3,3767,60,0,2
3,4097,60,1,2
3,3491,58,1,2
3,6992,50,2,2
3,7194,27,6,2
3,7382,21,19,2
3,4882,37,4,4
3,8353,27,1,4
3,122,68,6,2
3,1242,49,17,2
3,373,45,0,2
3,2862,43,0,1
3,2040,28,1,2
3,1860,48,4,2
3,8089,30,7,4
3,2860,78,0,1
3,2363,75,15,2
3,1270,53,4,2
3,6747,48,2,2
3,1503,43,6,2
3,7370,51,1,2
3,7601,24,0,4
3,617,59,0,1
3,3615,26,0,2
3,474,24,1,2
3,1517,59,1,1
3,1600,66,2,2
3,7685,44,2,2
3,6759,45,1,4
3,346,68,0,1
3,123,44,2,2
3,3018,39,0,4
3,2574,90,5,4
3,1879,61,2,2
3,2923,61,5,1
3,2012,57,6,3
3,4601,38,7,1
3,8056,35,0,2
3,3092,32,2,2
3,5760,30,2,2
3,1519,29,3,2
3,4933,28,2,2
3,6657,27,5,2
3,6893,64,3,1
3,1741,62,0,1
3,8216,28,2,1
3,1372,75,3,1
3,2588,36,2,2
3,7757,29,0,4
3,1414,28,4,1
3,1399,50,0,2
3,8161,39,0,4
3,8648,35,2,4
3,2624,28,5,1
3,2020,30,2,1
3,188,81,1,2
3,87,61,20,2
3,43,64,0,1
3,9071,76,0,4
3,4586,28,4,1
3,7946,48,2,1
3,4119,51,0,1
3,3934,24,10,4
3,6632,71,4,2
3,6991,33,0,4
3,692,32,0,2
3,569,68,1,3
3,1792,87,0,1
3,3038,59,1,1
3,2526,32,5,4
3,7103,65,4,1
3,2544,86,2,1
3,1845,58,0,1
3,2227,55,7,2
3,4645,28,2,2
3,6288,21,8,4
3,2077,68,0,4
3,7796,42,9,3
3,606,81,4,2
3,265,60,0,1
3,60,30,0,1
3,538,28,4,1
3,621,26,5,2
3,6633,61,0,1
3,6301,56,0,1
3,4336,72,0,1
3,8105,47,1,1
3,8521,26,0,1
3,8300,51,0,4
3,8796,30,3,4
3,311,45,0,4
3,201,43,6,4
3,5997,30,1,4
3,1091,28,1,2
3,334,25,8,4
3,5234,26,0,4
3,3165,64,2,1
3,3482,68,0,2
3,3031,37,4,2
3,3806,41,5,1
3,912,79,0,1
3,1233,24,6,2
3,1262,51,0,1
3,5482,50,4,1
3,4058,63,0,4
3,6543,62,0,4
3,5229,45,2,4
3,3975,42,2,4
3,4029,29,4,2
3,4706,46,2,2
3,3167,54,7,1
3,4947,25,5,1
3,3234,84,0,1
3,2301,54,0,2
3,2396,34,3,1
3,1437,34,11,2
3,8466,32,1,2
3,2288,26,3,4
3,2131,54,5,1
3,8080,40,4,3
3,2037,28,0,1
3,3395,39,2,1
3,3007,63,1,4
3,4214,58,0,4
3,8319,53,0,1
3,2774,64,0,2
3,4158,40,0,4
3,3480,35,10,4
3,8365,23,2,2
3,4203,36,4,1
3,8706,25,1,3
3,4507,67,5,2
3,1374,81,0,3
3,134,66,0,2
3,1175,64,1,1
3,757,39,0,1
3,589,84,2,2
3,2952,57,12,2
3,2334,56,9,2
3,1694,30,12,2
3,5582,27,7,4
3,4846,32,4,4
3,2007,59,2,2
3,2097,66,1,2
3,2122,33,4,4
3,2067,28,0,1
3,1847,68,1,4
3,65,34,0,4
3,2264,42,14,4
3,8611,47,2,4
3,7890,51,2,2
3,8764,49,0,2
3,3043,48,0,1
3,4102,75,0,1
3,3514,52,0,1
3,6348,24,4,2
3,9063,23,4,4
3,2447,72,3,2
3,9102,42,99,4
3,3103,73,0,1
3,3676,80,6,2
3,4698,61,0,2
3,5186,58,3,1
3,5418,35,0,4
3,5005,23,10,4
3,1418,58,13,2
3,850,55,0,4
3,2955,70,6,2
3,5714,66,0,4
3,3972,47,5,1
3,2901,44,1,1
3,8918,56,6,4
3,1681,34,0,4
3,8914,27,4,4
3,3860,49,2,2
3,6698,41,2,4
3,2898,52,3,4
3,1627,24,2,4
3,1835,79,2,4
3,2696,51,0,1
3,2689,50,4,1
3,5357,51,2,1
3,896,52,2,1
3,2108,58,13,2
3,2721,50,1,4
3,2376,65,1,1
3,2302,43,0,1
3,7909,40,6,3
3,1989,39,0,4
3,4641,32,0,2
3,2052,29,4,1
3,2342,65,4,1
3,7697,23,8,4
3,4819,20,6,4
3,2239,30,2,1
3,625,74,2,2
3,2692,44,1,2
3,4082,49,1,4
3,1121,40,1,1
3,1254,85,0,1
3,5691,54,5,2
3,4265,24,7,1
3,1142,54,1,4
3,3921,54,0,1
3,2331,23,2,4
3,2861,25,3,1
3,2678,24,8,1
3,3952,63,6,4
3,5045,26,2,2
3,581,35,1,1
3,570,76,4,2
3,2211,52,0,1
3,565,51,0,2
3,2638,47,6,2
3,922,24,3,4
3,3549,41,0,2
3,4637,20,2,2
3,7179,76,2,4
3,1719,76,0,2
3,8037,54,0,4
3,3333,31,1,1
3,797,29,4,4
3,785,24,5,2
3,7852,23,5,4
3,1509,51,2,2
3,3118,59,0,4
3,7114,43,19,4
3,2811,80,4,4
3,4455,34,0,1
3,1470,65,0,1
3,8020,86,11,1
3,2767,72,0,1
3,6344,36,3,1
3,384,67,0,1
3,8735,41,6,4
3,697,37,1,2
3,916,29,2,2
3,2379,35,1,1
