ER30001,ER30002,PCGID68,PCGPN,CDSHID,CHLDINST,PCGINST
,,2277,184,1314,,3
,,2133,34,1224,,2
,,41,5,35,,2
,,1565,180,895,,2
,,2181,32,1242,,2
,,1684,30,962,,2
,,597,35,316,,1
,,1758,31,1020,,1
,,1830,177,1071,,2
,,2255,31,1294,,2
,,2701,231,1622,,1
,,5706,223,2595,,1
,,2615,187,1557,,2
,,5182,190,2233,,1
,,2615,196,1561,,2
,,5366,48,2319,,1
,,2393,5,1397,,1
,,6793,32,3275,,2
,,6203,183,2958,,1
,,6740,181,3245,,1
4,44,4,180,1,2,1
4,48,4,180,1,3,1
5,34,5,32,6,3,2
5,35,5,181,5,3,1
5,36,5,32,6,4,2
6,35,6,30,7,3,2
6,36,6,30,7,4,2
6,37,6,30,7,5,2
6,40,6,177,8,3,2
6,41,6,177,8,4,2
7,49,7,175,10,4,2
7,50,7,36,13,2,1
7,51,7,33,12,3,2
7,52,7,36,13,3,1
7,54,7,36,13,4,1
7,55,7,40,16,3,2
7,56,7,36,13,5,1
7,57,7,46,15,3,2
7,58,7,45,10,5,3
7,60,7,40,16,4,2
10,36,10,181,18,3,1
10,37,10,32,17,4,2
10,38,10,34,19,2,1
14,34,14,31,21,2,1
16,37,16,32,22,3,2
16,41,16,32,22,4,2
16,177,16,171,23,3,2
18,42,18,31,24,4,1
18,43,18,36,27,3,2
18,45,18,185,26,3,2
18,48,18,170,28,3,2
18,49,18,36,27,4,2
23,32,23,178,30,3,2
23,33,23,178,30,4,2
23,34,23,178,30,5,2
39,33,39,174,31,3,2
40,44,40,31,32,3,2
40,45,40,31,32,4,2
41,34,41,186,38,3,2
41,37,41,183,37,4,2
41,38,41,186,38,4,2
41,39,41,197,39,3,2
41,40,41,186,38,5,2
41,41,41,197,39,4,2
41,43,41,187,41,2,1
41,44,41,30,34,3,2
41,45,41,30,34,4,2
45,35,45,31,42,2,1
47,41,47,31,43,4,2
47,43,47,32,45,4,2
47,44,47,181,46,3,2
47,46,47,34,47,3,2
50,36,50,31,48,3,2
50,37,50,31,48,4,2
51,35,51,172,50,2,1
51,36,51,172,50,3,1
51,37,51,172,50,4,1
53,43,53,6,51,3,2
53,44,53,220,52,6,2
53,46,53,36,55,3,2
53,48,53,33,54,3,1
53,49,53,33,54,4,1
53,50,53,33,54,5,1
53,51,53,36,55,4,2
53,53,53,243,57,3,2
53,54,53,36,55,5,2
57,186,57,180,58,3,2
60,38,60,32,59,4,2
60,39,60,32,59,5,2
60,41,60,184,61,3,2
60,42,60,184,61,4,2
61,36,61,172,62,3,2
61,37,61,30,63,3,2
61,38,61,31,64,3,1
68,31,68,175,65,4,2
68,32,68,175,65,5,2
68,33,68,175,65,6,2
84,37,84,182,67,3,2
84,38,84,31,68,3,2
84,39,84,31,68,4,2
84,40,84,182,67,4,2
88,38,88,32,70,3,2
88,39,88,32,70,4,2
88,40,88,31,69,2,1
89,36,89,179,73,4,1
89,37,89,179,73,5,1
89,38,89,179,73,6,1
89,39,89,30,74,3,2
105,40,105,192,83,2,1
105,42,105,180,82,3,1
105,43,105,34,80,3,2
105,44,105,30,79,2,1
105,185,105,186,81,3,2
113,32,113,30,84,3,2
113,33,113,30,84,4,2
113,34,113,30,84,5,2
114,35,114,32,85,3,2
114,36,114,32,85,4,2
114,37,114,32,85,5,2
117,33,117,172,87,3,2
117,34,117,30,88,4,2
117,35,117,172,87,4,2
121,38,121,173,91,3,2
121,39,121,32,92,2,1
121,40,121,32,92,3,1
121,41,121,30,93,3,2
122,39,122,173,94,6,2
122,40,122,175,95,3,1
122,41,122,34,96,3,2
122,42,122,175,95,4,1
122,43,122,34,96,4,2
127,35,127,30,97,3,2
127,36,127,30,97,4,2
127,37,127,32,99,3,1
127,38,127,33,100,3,2
127,39,127,31,98,2,1
127,40,127,32,99,4,1
129,42,129,197,102,8,2
129,48,129,197,102,6,2
129,49,129,197,102,7,2
129,50,129,197,102,3,2
129,52,129,197,102,5,2
138,34,138,33,105,3,1
138,35,138,175,104,4,2
151,40,151,174,106,3,2
151,41,151,174,106,4,2
151,42,151,174,106,5,2
151,43,151,174,106,6,2
151,44,151,34,107,3,2
156,32,156,170,108,3,2
156,33,156,170,108,4,2
156,34,156,31,109,3,1
156,35,156,31,109,4,1
166,34,166,31,110,3,2
166,35,166,31,110,4,2
172,37,172,181,112,3,2
172,38,172,35,113,2,1
172,39,172,181,112,4,2
172,40,172,170,114,3,2
172,41,172,181,112,5,2
172,42,172,170,114,4,2
172,43,172,181,112,6,2
172,44,172,175,111,3,2
173,41,173,4,115,4,2
173,42,173,30,116,3,2
173,43,173,30,116,4,2
173,44,173,35,118,3,2
173,45,173,34,117,3,2
173,46,173,34,117,4,2
174,43,174,177,120,3,2
181,35,181,31,123,3,2
190,35,,,124,3,
200,37,200,185,128,3,2
200,38,200,31,127,3,2
200,39,200,185,128,4,2
200,41,200,31,127,5,2
200,42,200,31,127,6,2
200,44,200,33,130,2,1
200,45,200,31,127,7,2
200,46,200,31,127,8,2
200,47,200,185,128,5,2
203,34,203,5,131,5,2
214,31,214,3,132,3,1
214,32,214,3,132,4,1
221,34,221,171,133,3,2
221,177,221,171,133,4,2
231,30,231,3,137,3,1
236,33,236,3,138,4,2
236,34,236,173,139,3,2
236,35,236,3,138,5,2
236,36,236,173,139,4,2
236,37,236,173,139,5,2
236,38,236,173,139,6,2
236,39,236,173,139,7,2
236,40,236,174,140,3,2
236,41,236,174,140,4,2
242,32,242,31,141,3,2
242,33,242,31,141,4,2
244,31,244,30,142,2,1
250,33,250,171,145,3,2
250,34,250,3,144,3,2
250,35,250,171,145,4,2
257,41,257,175,146,4,1
263,40,263,30,147,3,2
263,41,263,30,147,4,2
263,42,263,30,147,5,2
263,43,263,34,148,3,2
263,44,263,34,148,4,2
263,45,263,34,148,5,2
263,46,263,34,148,6,2
263,47,263,185,149,3,2
266,36,266,30,150,4,2
267,32,267,30,151,3,1
267,33,267,31,152,3,2
267,34,267,31,152,4,2
267,35,267,30,151,4,1
277,37,277,31,153,3,2
277,38,277,31,153,4,2
277,39,277,33,154,2,1
280,36,280,31,156,3,1
280,37,280,33,157,3,2
280,38,280,32,158,3,2
284,32,284,172,159,3,2
297,53,297,36,163,4,2
297,56,297,182,162,4,1
297,57,297,41,164,3,1
297,59,297,36,163,5,2
297,64,297,41,164,4,1
301,43,301,31,173,4,1
301,44,301,31,173,5,1
301,45,301,183,174,3,2
301,48,301,183,174,4,2
301,49,301,196,175,3,2
301,51,301,196,175,4,2
301,53,301,30,170,3,2
301,54,301,196,175,5,2
302,39,302,35,177,3,1
302,40,302,35,177,4,1
308,38,308,32,181,3,2
308,40,308,36,180,3,2
308,41,308,36,180,4,2
311,34,311,30,182,3,2
311,37,311,30,182,4,2
312,33,312,31,184,2,1
312,34,312,31,184,3,1
317,36,317,33,186,3,2
317,37,317,31,187,3,2
317,38,317,31,187,4,2
317,39,317,33,186,4,2
317,43,317,33,186,5,2
319,33,319,4,189,3,2
321,33,321,32,191,4,2
321,34,321,31,190,3,2
321,35,321,176,192,3,2
321,181,321,32,191,3,2
323,35,323,173,193,3,1
326,35,326,32,194,4,2
326,36,326,32,194,3,2
326,38,326,183,195,3,2
327,34,327,30,197,3,1
327,36,327,170,196,3,1
327,37,327,30,197,4,1
327,38,327,32,198,3,2
327,39,327,32,198,4,2
327,40,327,32,198,5,2
331,34,,,200,3,
331,35,331,30,201,3,1
331,36,,,200,4,
331,38,331,30,201,5,1
331,40,331,30,201,6,1
331,41,331,30,201,7,1
331,179,331,30,201,4,1
338,32,338,30,203,3,2
338,33,338,30,203,4,2
338,34,338,31,204,3,2
343,34,343,172,205,3,2
343,35,343,172,205,4,2
351,40,351,33,207,3,2
351,41,351,33,207,4,2
351,42,351,175,208,3,2
351,43,351,175,208,4,2
351,44,351,37,209,3,2
352,32,352,30,211,3,2
352,33,352,30,211,4,2
352,34,352,173,210,3,2
356,33,356,3,214,3,2
368,33,368,30,217,3,2
368,34,368,31,216,3,1
368,35,368,31,216,4,1
368,36,368,30,217,4,2
368,37,368,30,217,5,2
377,32,377,171,219,3,2
377,33,377,171,219,4,2
378,31,378,30,220,5,1
409,34,409,30,221,4,2
409,35,409,179,223,3,2
409,36,409,179,223,4,2
409,38,409,32,224,3,2
409,39,409,30,221,5,2
409,40,409,179,223,5,2
409,42,409,32,224,4,2
412,34,412,33,225,3,2
412,35,412,33,225,4,2
412,36,412,33,225,5,2
412,37,412,33,225,6,2
412,38,412,33,225,7,2
414,41,414,31,226,3,2
414,42,414,31,226,4,2
419,39,419,30,228,2,1
419,40,419,30,228,3,1
419,41,419,35,229,2,1
419,42,419,37,230,2,1
423,33,423,176,231,2,1
431,30,431,5,232,2,1
436,43,436,33,235,3,2
436,44,436,33,235,4,2
436,45,436,35,236,3,2
445,37,445,174,238,3,2
450,34,450,33,241,2,1
452,41,452,30,242,3,1
452,42,452,189,244,3,2
452,43,452,189,244,4,2
452,44,452,189,244,5,2
455,35,455,30,245,4,2
455,38,455,32,247,3,2
455,39,455,32,247,4,2
461,32,461,171,248,3,2
461,33,461,173,249,4,2
461,34,461,173,249,5,2
461,174,461,173,249,3,2
465,35,465,31,250,3,2
465,36,465,31,250,4,2
465,37,465,182,251,3,2
465,38,465,182,251,4,2
465,39,465,182,251,5,2
473,37,473,177,253,3,2
473,40,473,32,254,3,2
473,41,473,190,255,1,2
473,42,473,35,258,3,2
473,44,473,32,254,4,2
473,45,473,4,256,1,2
473,47,473,183,257,3,2
473,48,473,35,258,4,2
473,49,473,183,257,4,2
473,50,473,35,258,5,2
476,32,476,30,259,3,1
478,43,478,179,262,4,1
478,45,478,34,263,2,1
478,47,478,34,263,3,1
478,48,478,34,263,4,1
478,49,478,37,260,4,2
478,50,478,190,264,4,2
486,32,486,4,266,3,1
487,37,487,35,267,3,2
487,38,487,35,267,4,2
490,33,490,173,269,3,1
490,34,490,173,269,4,1
490,35,490,173,269,5,1
495,37,495,31,271,2,1
495,38,495,33,270,2,1
495,39,495,31,271,3,1
496,33,496,30,276,3,2
496,34,496,180,272,3,1
496,35,496,181,275,3,2
496,36,496,6,273,3,2
496,37,496,185,274,4,2
496,38,496,30,276,4,2
496,39,496,180,272,4,1
496,40,496,185,274,5,2
496,41,496,181,275,4,2
496,42,496,30,276,5,2
503,32,503,31,277,2,1
510,32,510,30,278,4,2
517,35,517,6,280,2,1
517,36,517,6,280,3,1
519,31,519,30,281,2,1
519,32,519,30,281,3,1
534,33,534,31,282,4,2
534,34,534,31,282,5,2
534,35,534,30,283,3,2
534,36,534,30,283,4,2
541,34,541,31,284,3,2
541,35,541,31,284,4,2
541,37,541,31,284,5,2
548,41,548,183,287,5,2
548,42,548,183,287,6,2
548,44,548,32,288,3,2
548,45,548,32,288,4,2
557,34,557,31,293,3,2
557,35,557,31,293,4,2
557,36,557,176,292,5,3
563,49,563,193,294,3,1
563,51,563,42,298,2,1
563,52,563,191,297,3,2
563,53,563,193,294,4,1
563,56,563,201,299,3,1
564,37,564,173,301,3,2
564,38,564,173,301,4,2
564,39,564,173,301,5,2
565,35,565,179,302,3,2
565,36,565,179,302,4,2
569,34,569,33,304,2,1
569,35,569,171,303,3,2
569,36,569,171,303,4,2
570,37,570,33,305,2,1
570,38,570,33,305,3,1
570,39,570,33,305,4,1
570,40,570,33,305,5,1
577,33,577,175,307,3,2
577,34,577,175,307,4,2
581,30,581,173,308,3,2
582,35,582,30,309,2,1
582,36,582,30,309,3,1
582,37,582,179,310,3,2
582,38,582,179,310,4,2
586,31,586,174,311,2,1
586,32,586,174,311,3,1
593,34,593,170,312,3,2
596,41,596,32,314,3,2
597,39,597,178,317,2,1
599,34,599,31,318,3,2
599,35,599,31,318,4,2
602,36,602,189,322,2,1
602,38,602,31,320,4,1
602,39,602,33,321,4,2
602,40,602,34,319,3,2
605,32,605,30,323,3,1
605,33,605,3,324,4,2
607,44,607,32,326,2,1
607,46,607,32,326,3,1
607,47,607,187,325,3,2
607,49,607,187,325,4,2
607,50,607,187,325,5,2
607,51,607,41,327,3,1
608,40,608,33,330,2,1
608,41,608,190,331,3,2
608,42,608,190,331,4,2
608,43,608,190,331,5,2
608,44,608,190,331,6,2
608,45,608,186,329,2,1
610,34,610,33,332,4,2
610,35,610,33,332,5,2
616,32,616,172,333,3,2
616,33,616,172,333,4,2
620,40,620,30,335,3,2
620,41,620,6,334,3,2
620,42,620,30,335,4,2
620,43,620,30,335,5,2
620,44,620,31,336,3,2
620,45,620,32,337,3,2
620,46,620,31,336,4,2
624,31,624,171,338,3,2
625,33,625,178,341,3,2
626,50,626,3,343,3,2
626,55,626,44,345,3,2
626,210,626,34,344,4,2
628,35,,,346,8,
628,36,,,346,9,
628,37,,,346,11,
628,177,,,346,10,
631,37,631,30,349,1,2
633,43,633,30,351,2,1
633,44,633,31,352,3,2
634,35,634,179,356,2,1
634,36,634,179,356,3,1
634,37,634,6,355,4,2
634,38,634,7,354,4,2
634,39,634,31,357,2,1
639,33,639,194,358,3,2
647,35,647,31,361,3,1
647,36,647,31,361,4,1
647,37,647,181,363,2,1
647,38,647,189,360,3,2
647,39,647,181,363,3,1
647,40,647,34,362,4,2
647,41,647,34,362,5,2
647,42,647,189,360,4,2
647,43,647,34,362,6,2
649,35,649,172,364,2,1
652,39,652,6,365,3,1
652,41,652,175,366,3,2
654,34,654,2,367,4,2
654,35,654,184,368,6,2
654,37,654,184,368,5,2
655,33,655,172,370,5,2
656,39,656,31,372,3,2
660,32,660,31,373,3,1
660,33,660,31,373,4,1
671,31,671,30,375,3,1
672,31,672,172,377,2,1
672,32,672,174,378,3,2
672,33,672,30,376,2,1
672,34,672,172,377,3,1
672,35,672,174,378,4,2
674,33,674,171,381,3,1
677,38,677,190,384,3,2
677,39,677,172,382,3,2
677,40,677,190,384,4,2
677,41,677,190,384,5,2
677,42,677,190,384,6,2
677,43,677,30,383,3,1
677,44,677,190,384,7,2
677,45,677,30,383,4,1
686,37,686,916,386,1,2
691,37,691,175,387,3,2
692,40,692,32,388,3,2
692,41,692,32,388,4,2
698,40,698,34,390,3,2
698,41,698,180,389,3,2
698,42,698,180,389,4,2
699,44,699,34,391,3,1
702,33,702,31,392,3,2
706,33,706,179,393,3,2
709,42,709,30,397,2,1
709,43,709,34,398,4,2
709,44,709,35,400,2,1
709,45,709,33,401,3,2
709,47,709,33,401,4,2
709,48,709,30,397,3,1
709,49,709,194,404,3,2
709,50,709,33,401,5,2
709,51,709,198,403,3,2
709,52,709,32,399,2,1
709,53,709,198,403,4,2
712,35,712,32,405,3,2
712,36,712,32,405,4,2
712,37,712,32,405,5,2
712,39,712,32,405,6,2
717,34,717,30,408,3,2
719,32,719,2,409,3,2
719,33,719,31,410,3,2
719,34,719,31,410,4,2
722,36,722,30,411,4,1
722,37,722,179,412,2,1
727,31,727,3,413,4,2
727,32,727,30,413,5,3
728,35,728,31,416,3,2
729,44,729,30,417,3,1
729,48,729,30,417,4,1
733,175,733,171,422,4,2
734,34,734,173,423,3,2
734,36,734,5,424,3,2
734,37,734,5,424,4,2
734,38,734,5,424,5,2
734,39,734,173,423,4,2
736,33,736,31,425,3,2
738,31,738,172,426,3,2
738,32,738,172,426,4,2
738,33,738,172,426,5,2
738,34,738,172,426,6,2
738,35,738,172,426,7,2
749,36,749,31,427,3,2
749,37,749,31,427,4,2
749,38,749,31,427,5,2
749,39,749,31,427,6,2
750,35,750,170,429,3,2
751,40,751,31,432,4,2
751,41,751,183,433,3,1
751,42,751,30,430,2,1
751,43,751,31,432,5,2
751,44,751,33,434,3,2
751,45,751,30,430,3,1
751,46,751,31,432,6,2
751,47,751,33,434,4,2
751,49,751,33,434,5,2
762,34,762,31,436,3,2
769,46,769,184,439,3,2
771,33,771,32,440,3,1
773,38,773,30,441,3,2
773,39,773,30,441,4,2
773,40,773,32,442,3,2
773,41,773,30,441,5,2
773,42,773,32,442,4,2
773,43,773,33,443,2,1
775,32,775,5,445,3,1
775,177,775,4,444,3,1
779,39,779,38,447,3,1
779,40,779,38,447,4,1
780,33,780,30,448,3,2
780,34,780,30,448,4,2
780,35,780,31,449,3,2
780,36,780,31,449,4,2
783,33,783,4,451,4,1
783,34,783,30,452,3,2
783,35,783,4,451,5,1
783,36,783,30,452,4,2
783,173,783,3,450,3,1
789,31,,,453,3,
789,32,,,453,4,
789,33,,,453,6,
796,36,796,34,456,1,2
796,37,796,33,455,3,2
796,38,796,35,454,2,1
798,30,798,173,457,3,2
798,31,798,177,458,4,2
808,32,808,172,459,3,2
809,30,809,171,460,2,1
809,31,809,171,460,3,1
817,34,817,175,461,3,2
823,36,823,33,463,3,2
826,33,826,31,464,3,2
826,34,826,31,464,4,2
826,36,826,31,464,5,2
826,37,826,31,464,6,2
828,31,828,30,465,2,1
833,37,833,6,466,3,1
833,38,833,6,466,4,1
833,39,833,33,469,3,2
833,41,833,229,470,4,2
833,42,833,35,466,6,5
833,43,833,33,469,4,2
833,44,833,229,470,5,2
835,32,835,6,472,3,2
835,33,835,173,471,3,2
835,34,835,6,472,4,2
838,32,838,3,473,5,2
840,45,840,190,474,2,6
840,46,840,32,476,4,1
840,47,840,190,474,3,6
840,48,840,31,477,4,2
840,49,840,201,479,3,2
840,50,840,190,474,4,6
840,51,840,31,477,5,2
843,31,843,30,480,3,1
845,32,,,484,4,
845,34,845,173,483,3,2
845,35,845,173,483,4,2
845,172,,,484,3,
846,49,846,40,486,4,2
846,193,846,192,487,3,2
853,31,853,3,490,4,2
855,34,855,173,491,3,2
855,35,855,173,491,4,2
856,39,856,30,492,3,2
856,40,856,30,492,4,2
856,41,856,30,492,5,2
860,30,860,2,493,3,2
863,37,863,6,494,3,2
863,38,863,6,494,4,2
866,34,866,31,496,3,2
869,32,869,173,498,3,2
869,33,869,173,498,4,2
869,34,869,173,498,5,2
869,35,869,173,498,6,2
876,32,876,3,501,2,1
878,32,878,170,502,3,2
878,33,878,170,502,4,2
878,34,878,31,503,3,1
880,34,880,174,504,3,2
880,35,880,174,504,4,2
880,36,880,183,504,5,1
885,34,885,175,506,3,2
894,33,894,30,509,3,2
894,34,894,31,508,3,2
894,35,894,30,509,4,2
894,36,894,173,510,3,1
894,37,894,31,508,4,2
894,38,894,173,510,4,1
897,36,897,31,512,3,2
897,37,897,33,514,2,1
897,38,897,181,513,3,2
897,39,897,34,511,3,2
898,36,898,30,515,3,1
898,37,898,30,515,4,1
899,34,899,182,517,3,2
899,36,899,33,516,3,2
904,30,904,170,518,2,1
906,31,906,174,519,3,2
906,32,906,174,519,4,2
906,33,906,173,520,3,2
906,34,906,173,520,4,2
906,35,906,174,519,5,2
908,38,908,31,522,3,2
910,39,910,177,524,4,2
916,39,916,36,529,3,2
921,31,921,178,530,3,2
921,32,921,179,531,3,2
921,33,921,179,531,4,2
923,30,923,4,533,3,2
934,34,934,178,535,1,4
934,35,934,30,536,3,2
934,36,934,178,535,2,4
934,37,934,30,536,4,2
934,38,934,33,537,3,2
934,39,934,33,537,4,2
939,36,939,172,541,3,2
939,37,939,172,541,4,2
941,40,941,33,543,3,2
941,41,941,31,542,4,2
941,42,941,194,544,3,2
948,35,948,178,546,3,2
948,37,948,178,546,4,2
948,38,948,178,546,5,2
951,32,951,171,547,2,1
951,33,951,171,547,3,1
958,33,958,30,548,3,1
961,39,961,177,549,3,2
961,40,961,31,550,2,1
961,41,961,177,549,4,2
961,42,961,33,551,2,1
961,43,961,34,552,2,1
963,35,963,172,553,3,2
963,36,963,172,553,4,2
963,37,963,31,554,3,1
963,38,963,31,554,4,1
967,32,967,31,555,3,2
967,33,967,31,555,4,2
980,32,980,177,556,3,2
982,34,982,30,557,3,2
984,34,984,33,559,3,2
984,35,984,175,558,2,1
988,33,988,31,560,3,1
988,34,988,31,560,4,1
990,32,990,31,562,4,2
990,33,990,31,562,5,2
991,33,991,30,564,3,2
991,34,991,31,563,3,2
991,35,991,30,564,4,2
991,36,991,31,563,4,2
991,37,991,31,563,5,2
998,35,998,30,565,3,2
1012,33,1012,31,567,3,2
1012,34,1012,32,568,3,2
1012,36,1012,31,567,4,2
1012,37,1012,31,567,5,2
1012,38,1012,30,569,3,2
1012,39,1012,30,569,4,2
1014,33,1014,30,570,3,2
1014,34,1014,30,570,4,2
1028,43,1028,190,573,2,1
1028,44,1028,37,571,2,1
1028,45,1028,190,573,3,1
1028,46,1028,39,572,3,1
1028,47,1028,39,572,4,1
1030,32,1030,4,574,3,2
1030,33,1030,4,574,4,2
1033,32,1033,171,575,2,1
1033,33,1033,174,576,3,2
1034,31,1034,171,577,2,1
1034,32,1034,171,577,3,1
1034,33,1034,30,578,2,1
1036,32,1036,171,579,3,2
1036,33,1036,30,580,3,1
1036,34,1036,30,580,4,1
1036,35,1036,30,580,5,1
1036,36,1036,30,580,6,1
1037,39,1037,32,581,3,2
1037,41,1037,32,581,4,2
1037,42,1037,35,582,3,2
1037,44,1037,35,582,4,2
1038,34,1038,173,583,4,2
1038,35,1038,174,584,3,2
1038,36,1038,174,584,4,2
1043,39,1043,4,585,4,2
1047,33,1047,31,587,3,2
1047,34,1047,31,587,4,2
1047,35,1047,31,587,5,2
1048,43,1048,232,595,2,1
1048,44,1048,31,588,3,2
1048,46,1048,191,591,3,2
1048,48,1048,194,594,3,2
1048,50,1048,193,593,3,1
1048,53,1048,194,594,4,2
1048,54,1048,193,593,2,1
1048,55,1048,190,596,3,2
1048,56,1048,190,596,4,2
1048,57,1048,195,598,2,1
1048,58,1048,246,599,4,1
1048,59,1048,246,599,5,1
1048,60,1048,32,597,6,2
1048,61,1048,195,598,3,1
1048,203,1048,256,590,1,3
1048,225,1048,32,597,5,2
1051,46,1051,184,602,3,2
1051,48,1051,36,601,4,2
1051,188,1051,171,600,4,2
1055,33,1055,31,606,4,2
1060,33,1060,31,607,2,1
1060,34,1060,31,607,3,1
1060,35,1060,175,608,3,2
1060,36,1060,175,608,4,2
1064,33,1064,30,610,3,2
1064,35,1064,30,610,4,2
1064,39,1064,30,610,5,2
1066,36,1066,30,613,2,1
1066,37,1066,175,615,3,1
1066,38,1066,33,614,2,1
1066,39,1066,175,615,4,1
1066,176,1066,175,615,2,1
1070,32,1070,31,617,2,1
1070,33,1070,31,617,3,1
1072,33,1072,30,618,3,2
1074,35,1074,33,620,3,2
1074,36,1074,31,619,3,2
1074,37,1074,31,619,4,2
1074,38,1074,33,620,4,2
1080,31,1080,3,622,3,2
1081,33,1081,30,623,3,2
1081,34,1081,30,623,4,2
1084,36,1084,175,627,4,2
1084,37,1084,175,627,5,2
1087,32,1087,31,628,3,2
1088,39,1088,34,630,3,2
1088,40,1088,33,629,3,1
1088,41,1088,33,629,4,1
1088,42,1088,34,630,4,2
1088,43,1088,34,630,5,2
1088,45,1088,33,629,5,1
1090,33,1090,175,633,3,2
1092,36,1092,30,634,3,2
1094,32,1094,4,636,3,1
1094,33,1094,4,636,4,1
1094,34,1094,4,636,5,1
1094,35,1094,30,635,3,1
1095,32,1095,30,637,4,2
1097,32,1097,179,641,3,2
1097,34,1097,179,641,4,2
1098,34,1098,31,642,3,2
1098,35,1098,31,642,4,2
1109,31,1109,175,645,3,2
1121,35,1121,175,646,3,2
1121,36,1121,31,647,3,2
1126,38,1126,30,649,3,2
1126,39,1126,30,649,4,2
1126,41,1126,30,649,5,2
1127,31,1127,172,651,3,1
1127,32,1127,176,652,2,1
1127,33,1127,176,652,3,1
1127,34,1127,176,652,4,1
1127,35,1127,172,651,4,1
1129,48,1129,39,654,3,2
1129,49,1129,39,654,4,2
1129,203,1129,36,653,2,1
1131,35,1131,31,655,4,1
1131,36,1131,31,655,5,1
1141,38,1141,2,658,4,1
1141,40,1141,189,656,3,2
1144,40,1144,34,659,3,2
1144,42,1144,34,659,4,2
1147,32,1147,176,661,3,1
1147,33,1147,176,661,4,1
1147,34,1147,176,661,5,1
1147,35,1147,176,661,6,1
1149,31,1149,173,662,2,1
1151,41,1151,174,663,4,2
1152,39,1152,180,665,3,2
1152,40,1152,180,665,4,2
1152,41,1152,30,668,3,2
1152,42,1152,185,667,3,2
1152,43,1152,187,671,2,1
1152,44,1152,180,665,5,2
1152,45,1152,189,666,3,2
1152,46,1152,192,669,3,2
1152,47,1152,192,669,4,2
1152,48,1152,187,671,3,1
1152,49,1152,189,666,4,2
1152,50,1152,192,669,5,2
1152,51,1152,191,670,3,2
1152,52,1152,192,669,6,2
1152,53,1152,191,670,4,2
1152,54,1152,30,668,4,2
1155,37,1155,178,672,1,3
1155,179,1155,178,672,2,3
1161,31,1161,171,673,4,2
1161,32,1161,171,673,5,2
1162,36,1162,30,674,3,2
1162,37,1162,30,674,4,2
1162,38,1162,30,674,5,2
1162,39,1162,175,675,3,2
1163,46,1163,175,676,3,2
1163,47,1163,175,676,4,2
1163,48,1163,32,677,3,2
1163,49,1163,175,676,5,2
1163,50,1163,32,677,4,2
1163,51,1163,32,677,5,2
1163,52,1163,180,679,3,2
1163,53,1163,38,681,3,2
1163,54,1163,38,681,4,2
1163,55,1163,32,677,6,2
1163,56,1163,179,678,3,2
1163,57,1163,180,679,4,2
1163,58,1163,181,680,3,2
1164,34,1164,177,683,3,2
1164,35,1164,30,682,3,2
1164,36,1164,33,684,3,2
1164,37,1164,177,683,4,2
1164,38,1164,30,682,4,2
1164,39,1164,30,682,5,2
1166,38,1166,37,685,2,1
1166,39,1166,37,685,3,1
1166,40,1166,37,685,4,1
1166,41,1166,36,686,3,2
1166,42,1166,36,686,4,2
1166,43,1166,36,686,5,2
1166,44,1166,36,686,6,2
1167,47,1167,32,687,3,2
1167,48,1167,33,688,2,1
1167,49,1167,42,689,2,1
1167,50,1167,42,689,3,1
1168,40,1168,170,690,2,1
1168,42,1168,170,690,3,1
1168,43,1168,170,690,4,1
1168,44,1168,34,691,3,2
1168,45,1168,34,691,4,2
1168,46,1168,34,691,5,2
1168,47,1168,170,690,5,1
1168,48,1168,176,692,3,2
1168,49,1168,174,693,2,1
1168,50,1168,34,691,6,2
1168,51,1168,34,691,7,2
1168,52,1168,35,696,2,1
1168,53,1168,35,696,3,1
1168,54,1168,35,696,4,1
1168,55,1168,35,696,5,1
1168,56,1168,34,691,8,2
1168,57,1168,174,693,3,1
1168,58,1168,36,695,3,2
1168,59,1168,175,697,2,1
1168,60,1168,176,692,4,2
1168,61,1168,170,690,6,1
1168,62,1168,36,695,4,2
1168,63,1168,170,690,7,1
1168,65,1168,35,696,6,1
1168,184,1168,34,691,9,2
1184,49,1184,179,699,3,1
1184,50,1184,179,699,4,1
1185,36,1185,5,701,4,1
1200,36,1200,30,704,3,2
1203,33,1203,32,705,3,1
1210,32,1210,175,706,3,2
1213,32,1213,4,708,4,2
1213,33,1213,4,708,5,2
1221,37,1221,172,709,4,1
1222,37,1222,5,711,3,2
1222,38,1222,32,712,4,2
1222,39,1222,32,712,5,2
1222,40,1222,32,712,6,2
1222,41,1222,33,715,3,2
1222,42,1222,187,713,2,1
1222,44,1222,210,716,3,2
1222,45,1222,210,716,4,2
1222,46,1222,187,713,3,1
1227,196,1227,193,717,4,2
1229,34,1229,31,719,3,2
1230,32,1230,30,720,4,2
1230,33,1230,30,720,5,2
1233,36,1233,30,721,3,2
1233,37,1233,31,722,4,1
1233,38,1233,177,723,3,2
1233,39,1233,177,723,4,2
1233,40,1233,177,723,5,2
1233,41,1233,177,723,6,2
1236,33,1236,4,724,4,1
1236,34,1236,4,724,5,1
1236,35,1236,30,725,5,1
1236,175,1236,30,725,4,1
1242,40,1242,6,726,3,1
1242,41,1242,31,728,3,2
1242,42,1242,31,728,4,2
1242,43,1242,183,727,4,2
1242,44,1242,32,729,3,2
1242,45,1242,31,728,5,2
1249,30,1249,3,730,3,2
1249,31,1249,3,730,4,2
1249,32,1249,3,730,5,2
1255,32,1255,30,731,3,2
