KIDS,TAS,KID14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,P14REL,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
1,,1.1,,,,,,,,2,2271,40,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2,2017,2017,2271,31,1987,4,2,136,1,2271,177,1986,4,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1937,0,0,,,7729,0,0,,,7958,0,0,,,6180,0,0,,,2263,4,30,,,2,2986,4,30,,,0,0,0,,
,4,,,,,1,1,1,1,2,2272,33,0,5,0,0,0,0,0,0,0,21,1,2,1,0,1,0,0,2,0,0,2272,3,1966,1,1,998,1,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1882,2,30,,,1755,2,30,,,1984,2,30,,,500,2,30,2,3,758,2,30,2,4,,4508,2,30,2,5,162,2,30,2,4
1,,1.1,,,,,,,,2,2276,31,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,2,0,0,2276,173,1984,4,1,141,2,0,0,9999,99,99,2019,1,9,2016,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5391,3,35,,,6447,3,35,,,5885,3,35,,,1866,3,35,,,1631,3,30,,,2,8099,3,35,,,7211,3,35,,
1,,1.1,,,,,,,,2,2276,34,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,2,0,0,2276,173,1984,4,2,117,5,2276,177,1981,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5391,4,30,,,6447,4,30,,,5885,4,30,,,1866,4,30,,,1631,4,30,,,2,8099,4,35,,,7211,4,35,,
1,,1.1,,,,,,,,2,2276,37,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,2,0,0,2276,173,1984,4,3,107,5,2276,177,1981,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5391,0,0,,,6447,0,0,,,5885,5,30,,,1866,5,30,,,1631,5,30,,,2,8099,5,35,,,7211,5,35,,
1,,1.1,,,,,,,,2,2276,38,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,2,0,0,2276,173,1984,4,4,120,5,2276,177,1981,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5391,0,0,,,6447,0,0,,,5885,0,0,,,1866,6,30,,,1631,6,30,,,2,8099,6,35,,,7211,6,35,,
1,,1.1,,,,,,,,2,2276,39,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,2,0,0,2276,178,1984,2,1,114,1,2276,171,1985,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2812,0,0,,,2153,0,0,,,4998,0,0,,,1405,3,30,,,1376,3,30,,,2,8108,3,30,,,7947,3,30,,
,4,,1,1,1,1,,,,2,2276,171,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,3,0,0,0,0,9999,99,99,999,9,0,0,9999,99,99,2019,2,6,2010,12,2013,99,9999,99,9999,99,9999,2019,1,5,2009,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2812,3,30,5,5,2153,3,30,4,6,4998,1,10,3,5,1405,1,10,2,5,1376,1,10,,,,8108,1,10,,,7947,1,10,,
,6,,,1,1,1,1,1,1,2,2277,34,0,5,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,2277,8,1966,3,2,117,1,2277,178,1961,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4366,3,30,,,3019,3,30,4,5,8229,3,30,3,6,1915,3,30,2,6,6035,3,30,2,6,,2095,3,30,2,6,9491,3,30,2,6
,2,,,,,,,1,1,2,2277,35,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,0,0,2,2019,2017,2277,8,1966,3,3,115,1,2277,178,1961,3,3,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4366,4,30,,,3019,4,30,,,8229,4,30,,,1915,4,30,,,6035,4,30,,,,2095,4,30,2,5,9491,51,30,2,5
1,,1.1,,,,,,,,2,2277,36,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,2,2019,2017,2277,186,1987,3,2,82,2,2277,33,1985,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4366,0,0,,,3985,0,0,,,7171,0,0,,,1547,4,30,,,5804,4,30,,,2,2457,4,30,,,0,0,0,,
1,,1.1,,,,,,,,2,2277,38,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,2,2019,2017,2277,186,1987,3,3,114,1,2277,33,1985,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4366,0,0,,,3985,0,0,,,7171,0,0,,,1547,0,0,,,5804,5,30,,,2,2457,5,30,,,0,0,0,,
,1,,,,,,,,1,2,2277,182,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,3,0,0,2277,181,1964,3,1,998,1,2277,5,1963,3,1,2019,1,12,2013,99,9999,99,9999,99,9999,99,9999,2019,1,7,2013,5,99,9999,7,2014,99,9999,9,99,9999,99,9999,5,0,2015,1968,0,146,3,30,,,3719,3,30,,,8130,3,30,,,2305,3,30,,,7401,2,22,,,,5967,1,10,,,4388,1,10,2,6
,1,,,,1,,,,,2,2277,183,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,3,1,3,2019,2011,2277,181,1964,3,2,998,1,2277,5,1963,3,2,2009,0,99,9999,99,9999,99,9999,99,9999,99,9999,2009,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,2010,0,1968,0,146,4,30,,,3719,4,30,,,8276,1,10,3,6,0,0,0,,,0,0,0,,,,0,0,0,,,0,0,0,,
,2,,,,,1,,1,,2,2277,184,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,3,0,0,2277,181,1964,3,3,998,1,2277,5,1963,3,3,2019,3,7,2012,3,2017,1,2016,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2017,1968,0,146,5,30,,,3719,5,30,,,8130,4,30,,,2305,4,30,2,5,6806,3,30,,,,5160,3,30,2,6,7878,1,10,,
,1,,,,,,,,1,2,2278,39,0,5,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,2278,178,1970,2,2,146,1,2278,30,1969,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,9,2015,4,98,2016,98,2016,99,9999,9,99,9999,99,9999,4,0,0,1968,0,4704,3,30,,,7062,3,30,,,3625,3,30,,,7281,3,30,,,3969,3,30,,,,1414,3,30,,,6373,3,30,2,5
,4,,,,,1,1,1,1,2,2278,40,0,5,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,0,0,2278,32,1972,3,1,124,1,2278,180,1971,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7834,2,30,,,7509,3,30,,,8681,3,30,,,1413,3,30,2,5,7843,5,33,2,6,,4578,1,10,2,5,8597,1,10,2,5
,2,,,,,,1,,1,2,2278,41,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,1,1,2,2015,2015,2278,182,1972,2,1,136,1,2278,37,1969,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4635,3,30,,,7576,3,30,,,7059,3,30,,,4767,3,30,,,3411,3,30,2,5,,8232,71,30,,,8304,1,10,2,5
,2,,,,,,,1,1,2,2278,42,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,2278,32,1972,3,2,155,4,2278,184,1973,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6130,2,30,,,7085,3,35,,,7944,3,33,,,4745,3,33,,,7843,3,33,,,,4578,2,40,2,4,6761,2,60,2,5
1,1,1.1,,,,,,,1,2,2278,45,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,0,0,2278,32,1972,3,3,101,1,2278,184,1973,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6130,3,30,,,7085,4,35,,,7944,4,33,,,4745,4,33,,,7843,4,33,,,2,4259,3,33,,,7592,3,33,2,6
1,,1.1,,,,,,,,2,2278,46,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,0,0,2278,187,1975,2,1,123,1,2278,33,1975,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7056,3,30,,,6256,3,30,,,3607,3,30,,,3068,3,30,,,5700,3,30,,,2,5543,3,30,,,7935,3,30,,
1,,1.1,,,,,,,,2,2278,49,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,2278,187,1975,2,2,152,1,2278,33,1975,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7056,0,0,,,6256,0,0,,,3607,4,30,,,3068,4,30,,,5700,4,30,,,2,5543,4,30,,,7935,4,30,,
,5,,,1,1,1,1,1,,2,2280,38,0,5,0,0,0,0,0,0,0,12,2,2,1,1,1,0,0,2,2009,2009,2280,172,1957,4,3,995,1,2280,3,1957,4,3,2019,2,4,2014,12,2016,99,9999,99,9999,99,9999,2019,1,7,2011,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,6153,3,30,,,516,3,30,4,6,2958,51,30,3,5,2220,4,30,2,5,5503,2,20,2,6,,903,2,20,2,6,3165,2,20,,
,3,,,1,1,1,,,,2,2280,39,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,1,2,2019,2013,2280,2,1955,3,3,104,1,2280,171,1952,3,3,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,1,10,2009,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3064,3,30,,,1741,3,30,4,5,4825,6,47,3,5,2091,2,20,2,5,0,0,0,,,,0,0,0,,,0,0,0,,
,5,,,,1,1,1,1,1,2,2280,42,0,5,0,0,0,0,0,0,0,12,2,1,1,1,1,0,0,2,2011,2011,2280,173,1958,7,4,107,1,2280,4,1958,7,4,2019,2,8,2015,3,2018,99,9999,99,9999,99,9999,2019,1,8,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,2769,4,30,,,3107,3,30,,,4018,3,30,3,5,510,51,30,2,5,5516,1,10,2,5,,370,1,10,2,5,3336,1,10,2,5
,3,,,,,1,,1,1,2,2280,43,0,5,0,0,0,0,0,0,0,12,2,2,1,1,1,0,0,2,2017,2013,2280,173,1958,7,5,127,1,2280,4,1958,7,5,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2769,5,30,,,3107,4,30,,,4018,4,30,,,510,3,30,2,6,3982,51,30,,,,4544,52,30,2,5,2653,51,30,2,6
,1,,,,,,,,1,2,2280,45,0,0,0,0,0,0,0,0,0,12,2,2,1,1,1,0,0,2,2015,2015,2280,173,1958,7,6,128,1,2280,4,1958,7,6,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,6,2016,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2769,6,30,,,3107,5,30,,,4018,5,30,,,510,4,30,,,3982,3,30,,,,4544,51,30,,,2873,2,20,2,5
1,,1.1,,,,,,,,2,2280,46,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,173,1958,7,7,112,1,2280,4,1958,7,7,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2769,7,30,,,3107,6,30,,,4018,6,30,,,510,5,30,,,3982,4,30,,,2,4544,3,30,,,2653,3,30,,
1,,1.1,,,,,,,,2,2280,47,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,30,1976,3,1,135,1,2280,177,1967,4,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2543,3,30,,,1964,3,30,,,4825,3,30,,,1401,3,30,,,4120,3,30,,,2,6585,3,30,,,3442,3,30,,
1,,1.1,,,,,,,,2,2280,48,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,30,1976,3,2,133,1,2280,177,1967,4,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2543,4,30,,,1964,4,30,,,4825,4,30,,,1401,4,30,,,4120,4,30,,,2,6585,4,30,,,3442,4,30,,
1,,1.1,,,,,,,,2,2280,49,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,30,1976,3,3,126,1,2280,177,1967,4,4,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2543,0,0,,,1964,5,30,,,4825,5,30,,,1401,5,30,,,4120,5,30,,,2,6585,5,30,,,3442,5,30,,
1,,1.1,,,,,,,,2,2280,50,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2280,181,1982,4,1,130,1,2280,32,1981,4,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6153,0,0,,,3214,3,30,,,4518,3,30,,,1457,3,30,,,4472,3,30,,,2,4767,3,30,,,2785,3,30,,
1,,1.1,,,,,,,,2,2280,51,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2280,35,1983,3,1,95,1,2280,180,1982,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6710,0,0,,,4431,0,0,,,4671,0,0,,,487,3,30,,,4748,3,30,,,2,5299,3,30,,,3354,3,30,,
1,,1.1,,,,,,,,2,2280,52,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,181,1982,4,2,91,1,2280,32,1981,4,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6153,0,0,,,3214,0,0,,,4518,0,0,,,1457,4,30,,,4472,4,30,,,2,4767,4,30,,,2785,4,30,,
1,,1.1,,,,,,,,2,2280,53,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2280,36,1985,3,1,113,1,2280,182,1982,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2769,0,0,,,5313,0,0,,,7633,0,0,,,463,3,30,,,4900,3,30,,,2,836,3,30,,,2786,3,30,,
1,,1.1,,,,,,,,2,2280,54,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,35,1983,3,2,109,1,2280,180,1982,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6710,0,0,,,4431,0,0,,,4671,0,0,,,487,0,0,,,4748,4,30,,,2,5299,4,30,,,3354,4,30,,
1,,1.1,,,,,,,,2,2280,55,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2280,181,1982,4,3,128,1,2280,32,1981,4,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6153,0,0,,,3214,0,0,,,4518,0,0,,,1457,0,0,,,4472,5,30,,,2,4767,5,30,,,2785,5,30,,
1,,1.1,,,,,,,,2,2280,56,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,34,1982,3,1,115,1,2280,184,1984,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2769,0,0,,,4866,0,0,,,5108,0,0,,,2006,0,0,,,3895,3,30,,,2,3898,3,30,,,2796,3,30,,
1,,1.1,,,,,,,,2,2280,57,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2280,36,1985,3,2,127,1,2280,182,1982,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2769,0,0,,,5313,0,0,,,7633,0,0,,,463,0,0,,,4900,4,30,,,2,836,4,30,,,2786,4,30,,
1,,1.1,,,,,,,,2,2281,171,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,1,3,2019,2019,0,0,9999,99,99,999,9,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7597,0,0,,,7155,0,0,,,8322,2,30,,,8297,2,30,,,8203,2,30,,,2,8960,2,30,,,7743,2,30,,
1,,1.1,,,,,,,,2,2281,172,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,1,3,2019,2019,0,0,9999,99,99,999,9,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7597,0,0,,,7155,0,0,,,8322,3,30,,,8297,3,30,,,8203,3,30,,,2,8960,3,30,,,7743,3,30,,
,1,,,,,,,,1,2,2282,32,0,5,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2282,7,1966,2,2,128,1,2282,172,1956,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3764,2,30,,,4423,3,30,,,825,2,30,,,4307,1,10,,,4560,1,10,,,,6912,1,10,,,6839,1,10,2,5
1,1,1.1,,,,,,,1,2,2282,33,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2282,177,1964,1,1,113,1,2282,3,1959,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4301,4,30,,,6511,4,30,,,4733,4,30,,,5921,4,30,,,7803,4,30,,,2,4480,4,30,,,8465,4,30,2,5
1,1,1.1,,,,,,,1,2,2282,34,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,1,2,0,0,2282,4,1960,1,1,106,5,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2489,2,30,,,4053,2,30,,,4525,3,30,,,3755,2,30,,,6215,2,30,,,2,3872,2,30,,,8335,1,10,2,4
,3,,,,,,1,1,1,2,2282,178,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,3,0,0,2282,999,9999,99,99,999,9,2282,3,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,5,2019,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4301,3,30,,,6511,3,30,,,4733,3,30,,,5921,3,30,,,7803,3,30,2,4,,4480,3,30,2,5,8465,3,30,2,5
,5,,,,1,1,1,1,1,2,2285,36,0,5,0,0,0,0,0,0,0,11,2,2,1,0,1,0,1,2,2019,2019,2285,175,1959,3,1,112,1,2285,4,1952,3,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3776,3,30,,,3140,3,30,,,4606,3,30,3,5,6336,3,30,2,4,7753,3,30,2,5,,7800,3,30,2,5,8977,1,10,2,5
,4,,,,,1,1,1,1,2,2285,37,0,5,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,2,0,0,2285,175,1959,3,2,105,1,2285,4,1952,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3776,4,30,,,3140,4,30,,,4606,4,30,,,6336,4,30,2,5,7753,4,30,2,5,,7859,1,10,2,5,4664,1,10,2,6
,1,,,,,,,,1,2,2285,39,0,0,0,0,0,0,0,0,0,11,2,2,1,1,1,0,0,2,2015,2015,2285,175,1959,3,3,118,1,2285,4,1952,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3776,5,30,,,3140,5,30,,,4606,5,30,,,6336,5,30,,,7753,5,30,,,,7800,51,30,,,8655,3,30,2,5
,1,,,,,,,,1,2,2285,40,0,0,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,2285,30,1978,1,1,998,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3485,3,60,,,1176,2,60,,,1238,2,60,,,5345,2,60,,,6623,2,60,,,,4837,2,60,,,4778,2,22,2,5
1,,1.1,,,,,,,,2,2285,41,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,2,0,0,2285,31,1980,3,1,113,1,2285,176,1980,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,754,3,30,,,885,3,30,,,8193,3,30,,,8538,3,30,,,3485,3,30,,,2,8008,3,30,,,4585,3,30,,
1,,1.1,,,,,,,,2,2285,42,0,0,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,2285,31,1980,3,2,127,1,2285,176,1980,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,754,0,0,,,885,4,30,,,8193,4,30,,,8538,4,30,,,3485,4,30,,,2,8008,4,30,,,4585,4,30,,
1,,1.1,,,,,,,,2,2285,43,0,0,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,2285,31,1980,3,3,154,1,2285,176,1980,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,754,0,0,,,885,0,0,,,8193,5,30,,,8538,5,30,,,3485,5,30,,,2,8008,5,30,,,4585,5,30,,
1,,1.1,,,,,,,,2,2285,44,0,0,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,2285,177,1983,2,1,128,1,2285,32,1982,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3485,0,0,,,2715,0,0,,,1627,0,0,,,5951,0,0,,,7700,3,30,,,2,5225,3,30,,,4691,3,30,,
,5,,1,1,1,1,1,,,2,2288,33,0,5,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,2288,4,1956,2,1,122,1,2288,172,1956,2,1,2019,4,11,2006,7,2015,4,2014,8,2011,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2017,1968,0,1929,3,30,5,5,3484,1,10,4,6,1437,1,10,3,5,6674,1,10,2,5,6424,1,10,2,5,,7683,1,10,,,7906,2,22,,
,4,,,1,1,1,1,,,2,2288,34,0,5,0,0,0,0,0,0,0,11,2,2,1,0,1,0,1,2,2017,2017,2288,4,1956,2,2,158,1,2288,172,1956,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,10,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1929,4,30,,,1365,3,30,4,5,1570,3,30,3,6,7207,1,10,2,6,7688,2,22,2,4,,1198,2,20,,,0,0,0,,
1,1,1.1,,,,,,,1,2,2288,35,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,3,1,2,2019,2015,2288,31,1980,1,1,133,2,0,0,9999,99,99,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,2018,0,1968,0,3892,3,60,,,5710,2,30,,,7354,2,30,,,6160,3,35,,,8530,3,70,,,2,0,0,0,,,7510,3,30,2,6
