GID,ER30001,ER30002,PType,ER30001_P,ER30002_P,KIDS,PCGS,TAS,KID07,PCG07,TAS07,ER33901,ER33902,ER33903,PCHREL07,Q31A0_LB,Q31A0_OZ,Q31A3,Q31A3A_M,Q31A3A_Y,Q31A3B1,Q31A3B2,Q31A3B3,Q31A4A,Q31A4B,Q31A4B1,Q31A4C,Q31A4D,Q31A4E,Q31A4F,Q31A4G,Q31A4H,Q31A4I,Q31A4J,Q31A4K,Q31A4L,Q31A4M,Q31A4N,Q31A4O,Q31A4P,Q31A4P2,Q31A4Q,Q31A4R,Q31A4S,Q31A4T,Q31A4U,Q31A5,Q31A5A_M,Q31A5A_Y,Q31A5B1,Q31A5B2,Q31A5B3,Q31A6,Q31A6A_M,Q31A6A_Y,Q31A6B1,Q31A6B2,Q31A6B3,Q31A7A_M,Q31A7A_Y,Q31A8,Q31A8A_M,Q31A8A_Y,Q31A9A,Q31A9B,Q31A9C,Q31A10,Q31A11,Q31A13,Q31A12,Q31A14,Q31A15,Q31A16,Q31B1,Q31B2,Q31B3,Q31B4,Q31B6,Q31B7A,Q31B7B,Q31B8,Q31B8A,Q31B8B,Q31B9,Q31B9A,Q31B9B,Q31B10,Q31B11,Q31B11A1,Q31B11A2,Q31B12_1,Q31B12_2,Q31B12_3,Q31B12A1,Q31B12A2,Q31B13,Q31B14,Q31B14A,Q31B15A,Q31B15B,Q31B15C,Q31B15D,Q31B15E,Q31B15F,Q31B15G,Q31B15H,Q31B15I,Q31B15J,Q31B15K,Q31B15L,Q31B15M,Q31B15N,Q31B15O,Q31B16,Q31B17,Q31B17A,Q31B17B,Q31B22,Q31B24A,Q31B24B,Q31B24C,Q31B24D,Q31B24E,Q31B24F,Q31B24G,Q31B24H,Q31B26A,Q31B26B,Q31B26C,Q31B27,Q31B28A,Q31B28B,Q31B28C,Q31B28D,Q31B28E,Q31B28F,Q31B28G,Q31B28H,Q31B28I,Q31B28J,Q31B28K,Q31B28L,Q31B28M,Q31B28N,Q31B29A,Q31B29B,Q31B29C,Q31B29D,Q31B29E,Q31B29F,Q31B29G,Q31B29H,Q31B29I,Q31B29J,Q31B29K,Q31B29L,Q31B29M,Q31B29N,Q31B29O,Q31B29P,Q31B29Q,Q31B29R,Q31B29S,Q31B29T,Q31B29U,Q31B29V,Q31B29W,Q31B29X,Q31B29Y,Q31B29Z,Q31B29AA,Q31B29BB,Q31B29CC,Q31B29DD,Q31B29EE,Q31B29FF,Q31B30A,Q31B30B,Q31B30C,Q31B30D,Q31B30E,Q31B30F,Q31B30G,Q31B30H,Q31B30I,Q31B30J,Q31B31A,Q31B31B,Q31B31C,Q31B31D,Q31B31E,Q31B31F,Q31B31G,Q31B31H,Q31B31I,Q31B31J,Q31B31K,Q31B31L,Q31B31M,Q31B31N,Q31B33,Q31B33A,Q31B33B,Q31B33C,Q31B34,Q31B35A,Q31B35A1,Q31B35B,Q31B35B1,Q31B35C,Q31B35C1,Q31B35D,Q31B35D1,Q31B35E,Q31B35E1,Q31B35F,Q31B35F1,Q31B35G,Q31B35G1,Q31B35H,Q31B35I,Q31B35J,Q31B35K,Q31B36,Q31B36A,Q31B37A,Q31B37B,Q31B37C,Q31B37D,Q31B37E,Q31B39,Q31C10A,Q31C10B,Q31C10C,Q31C10D,Q31C10G,Q31C10M,Q31C10N,Q31C10P,Q31C10Q,Q31C10R,Q31C12,Q31C13,Q31C14A,Q31C14B,Q31C15A,Q31C15B,Q31C15C,Q31C18,Q31C19,Q31C20A,Q31C20B,Q31C21A,Q31C21B,Q31C21C,Q31C22A,Q31C22B,Q31C22C,Q31C22D,Q31C22G,Q31C22M,Q31C22N,Q31C22P,Q31C22Q,Q31C22R,Q31C24,Q31C25,Q31C26A,Q31C26B,Q31C27A,Q31C27B,Q31C27C,Q31C28A,Q31C28B,Q31C28C,Q31C28D,Q31C28G,Q31C28M,Q31C28N,Q31C28P,Q31C28Q,Q31C28R,Q31C28S,Q31C28T,Q31C30,Q31C31,Q31C32A,Q31C32B,Q31C33A,Q31C33B,Q31C33C,Q31C35,Q31C36,Q31C37A,Q31C37B,Q31C39A,Q31C39B,Q31C39C,Q31D1A,Q31D1B,Q31D1C,Q31D1D,Q31D1E,Q31D1F,Q31D1G,Q31D1H,Q31D1I,Q31D1J,Q31D2,Q31D2M,Q31D2Y,Q31D2C,Q31D2D_1,Q31D2D_2,Q31D2D_3,Q31D2D_4,Q31D2D_5,Q31D2D_6,Q31D2D_7,Q31D3M,Q31D3Y,Q31D4,Q31D4A,Q31D5,Q31D6,Q31D6A,Q31D7,Q31D8M,Q31D8Y,Q31D10,Q31D11,Q31D12,Q31D13,Q31D14A,Q31D14B,Q31D14C,Q31D14D,Q31D14E,Q31D14F,Q31D14G,Q31D14H,Q31D15A,Q31D15B,Q31D15C,Q31D15D,Q31D18,Q31D18M,Q31D18Y,Q31D18C,Q31D18D1,Q31D18D2,Q31D18D3,Q31D18D4,Q31D18D5,Q31D18D6,Q31D18D7,Q31D19M,Q31D19Y,Q31D20,Q31D20A,Q31D21,Q31D22,Q31D22A,Q31D23,Q31D24M,Q31D24Y,Q31D26,Q31D27,Q31D28,Q31D29,Q31D30A,Q31D30B,Q31D30C,Q31D30D,Q31D30E,Q31D30F,Q31D30G,Q31D30H,Q31D31A,Q31D31B,Q31D31C,Q31D31D,Q31E2,Q31E3,Q31E4,Q31E4A,Q31E5,Q31E6,Q31E7,Q31E8A,Q31E8B,Q31E8C,Q31E9,Q31E10,Q31E11A1,Q31E11A2,Q31E11B1,Q31E11B2,Q31E12,Q31E13A,Q31E13B,Q31E13C,Q31E13D,Q31E13E,Q31E13F,Q31E13G,Q31E14,Q31E14A,Q31E14B,Q31E15,Q31E15A1,Q31E15A2,Q31E15A3,Q31E16,Q31H1,Q31H2,Q31H2A1,Q31H2A2,Q31H2A3,Q31H3,Q31H4,Q31H5,Q31H5A,Q31H5B1,Q31H5B2,Q31H5B3,Q31H5C,Q31H6,Q31H6A1,Q31H6A2,Q31H6A3,Q31H6B,Q31H7,Q31H7A1,Q31H7A2,Q31H7A3,Q31H7B,Q31H7C1,Q31H7C2,Q31H7C3,Q31H7D,Q31H7E1,Q31H7E2,Q31H7E3,Q31H7F,Q31H8,Q31H8A1,Q31H8A2,Q31H8A3,Q31H8B,Q31H9A,Q31H9B,Q31H9C,Q31H9D1,Q31H9D2,Q31H9D3,Q31H9E,Q31H11,Q31H12,Q31H13,Q31H14A,Q31H14B,Q31H14C,Q31H14D,Q31H14E,Q31H14F,Q31H15A,Q31H15B,Q31H15C,Q31H15D,Q31H15E,Q31H15F,Q31H15G,Q31H15H,Q31H16A,Q31H16B,Q31H16C,Q31H16D,Q31H16E,Q31H16F,Q31H16G,Q31H16H,Q31H16I,Q31H16J,Q31H16J1,Q31H16J2,Q31H17A,Q31H17B,Q31H17C,Q31H17D,Q31H17E,Q31H17F,Q31H17G,Q31H17H,Q31H17I,Q31H17J,Q31H17K,Q31H17M,Q31H17N,Q31H17Q,Q31H17S,Q31H17T,Q31H17U,Q31H17V,Q31H17W,Q31H17X,Q31H17Y,Q31H18,Q31H19A,Q31H19B,Q31H19C,Q31H20,Q31H21,Q31H22A,Q31H22B,Q31H22C,Q31H22D,Q31H22E,Q31H22F,Q31H23A,Q31H23A1,Q31H23B,Q31H23B1,Q31H23C,Q31H23C1,Q31H23D,Q31H23D1,Q31H23E,Q31H23E1,Q31H23F,Q31H23F1,Q31H23G,Q31H23G1,Q31H24A,Q31H24B,Q31H24C,Q31H24D,Q31H24E,Q31H24F,Q31H24G,Q31H24H,Q31H24J,Q31H25A,Q31H25B,Q31H25C,Q31H25D,Q31H25E,Q31H25F,Q31H25G,Q31H25H,Q31H25J,Q31H26,Q31H27A,Q31H27B,Q31H27C,Q31H27D,Q31H27E,Q31H27F,Q31H27G,Q31H27H,Q31H28A,Q31H28B,Q31H28C,Q31H28D,Q31H28E,Q31H28F,Q31H28G,Q31H28H,Q31H32,Q31H32A,Q31H32B,Q31H32C,Q31H32D,Q31H32E,Q31H32F1,Q31H32F2,Q31H32F3,Q31H32F4,Q31H32F5,Q31H32F6,Q31H32F7,Q31H32F8,Q31H32G,Q31H32H,Q31K1,Q31K2,Q31K3,Q31K4,Q31K5,Q31K6,Q31K7,Q31K8,Q31K9,Q31K10,Q31K11,Q31K12,Q31K13,Q31K14,Q31K15,Q31K16,Q31K17,Q31K18,Q31K19,Q31K20,Q31K21,Q31K22,Q31K23,Q31K24,Q31K25,Q31K26,Q31IWAGE,Q31IWMTH,Q31IWDAY,Q31IWYR,POSBEH07,WARMTH07,BPI_T07,BPI_E07,BPI_N07,PARENT07,K6_07,DISAGR07,PEARLN07,SLFEST07,HT3_07,CG3_07,HT3IMP07,CG3IMP07,PHHREL07,Q32J1,Q32J2,Q32J3,Q32J4A,Q32J4B,Q32J4C,Q32J4D,Q32J5,Q32J6A_P,Q32J6B_P,Q32J6C_P,Q32J6D_P,Q32J6E_P,Q32J6G_P,Q32J6H_P,Q32J6I_P,Q32J6J_P,Q32J6A_S,Q32J6B_S,Q32J6C_S,Q32J6D_S,Q32J6E_S,Q32J6G_S,Q32J6H_S,Q32J6I_S,Q32J6J_S,Q32J6B_C,Q32J6D_C,Q32J6E_C,Q32J6G_C,Q32J6H_C,Q32J6I_C,Q32J6B_D,Q32J6D_D,Q32J6E_D,Q32J6G_D,Q32J6H_D,Q32J6I_D,Q32J7,Q32J8,Q32J9A,Q32J9B,Q32J9C,Q32J9D,Q32J9E,Q32J9F,Q32J9G,Q32J9H,Q32J9I,Q32J9J,Q32J10A,Q32J10B,Q32J10C,Q32J10D,Q32J11A,Q32J11B,Q32J11C,Q32J11D,Q32J11E,Q32J11F,Q32J11G,Q32J11H,Q32J11I,Q32J11J,Q32J11K,Q32J11L,Q32J11N,Q32J12A,Q32J12B,Q32J12C,Q32J12D,Q32J13,Q32J14,Q32J14A,Q32J15A,Q32J15B,Q32J15C,Q32J15D,Q32J16A,Q32J16B,Q32J16D,Q32J17A,Q32J17B,Q32J17C,Q32J17D,Q32J17E,Q32J17F,Q32J17G,Q32J17H,Q32J17I,Q32J17J,Q32J17K,Q32J17L,Q32J17M,Q32J17N,Q32J17O,Q32J17P,Q32J17Q,Q32J17R,Q32J17S,Q32J18A,Q32J18B,Q32J18C,Q32J18D,Q32J18E,Q32J18F,Q32J18G,Q32J18G1,Q32J18H,Q32J20A,Q32J20B,Q32J20C,Q32J20D,Q32J20E,Q32J21A,Q32J21B,Q32J21C,Q32J22A,Q32J22B,Q32J22C,Q32J22D,Q32J22E,Q32J23A,Q32J23B1,Q32J23B2,Q32J23B3,Q32J23C,Q32J23D1,Q32J23D2,Q32J23D3,Q32J23E,Q32J23F1,Q32J23F2,Q32J23F3,Q32J24,Q32J25A,Q32J25B,Q32J25C,Q32J25D,Q32J25E,Q32J25F,Q32J25G,Q32J25H,Q32J25I,Q32J25J,Q32J25K,Q32J25L,Q32J25M,Q32J25N,Q32J25O,Q32J26A,Q32J26B,Q32J26C,Q32J50,Q32J51A,Q32J51B,Q32J51C,Q32J51D,Q32J51E,Q32J51F,Q32J51G,Q32J51H,Q32J51I,Q32J51J,Q32J51K,Q32J51L,Q32J52MO,Q32J52YR,Q32J53,Q32J54A,Q32J54B,Q32J54C,Q32J54D,Q32J54E,Q32J54F,Q32J54G,Q32J54H,Q32J54I,Q32J54J,Q32J54K,Q32J54L,Q32J55MO,Q32J55YR,Q32JA33,Q32JA34,Q32J27,Q32J27A,Q32J28,Q32J28A,Q32J28A1,Q32J28A2,Q32J28A3,Q32J28B,Q32J29A1,Q32J29A2,Q32J29A3,Q32J29,Q32J30,Q32J31,Q32J32,Q32J32A,Q32J32B,Q32J32C,Q32J32D,Q32J33,Q32J34,Q32J35,Q32J36A,Q32J36B,Q32J36C,Q32J36D,Q32J37A,Q32J37B,Q32J37C,Q32J37D,Q32J37E,Q32J37F,Q32J38,Q32J39,Q32J40,Q32J41,Q32J41A,Q32J41B,Q32J42,Q32J43,Q32J44,Q32J45,Q32J46,Q32J47,Q32J48,Q32J49A,Q32J49B,Q32J49C,Q32J49D,Q32J49E,Q32J49F,Q32K27,Q32K28,Q32K29,Q32K30,Q32K31,Q32K32,Q32K33,Q32K34,Q32K35,Q32K36,Q32K37,Q32K38,Q32K39,Q32K40,Q32CDSHID,Q32CDSHPIN,CHLREL07,PWB07,TA070001,TA070918,KIDS_P,PCGS_P,TAS_P,KID07_P,PCG07_P,TAS07_P,ER33901_P,ER33902_P,ER33903_P,PCHREL07_P,Q31A0_LB_P,Q31A0_OZ_P,Q31A3_P,Q31A3A_M_P,Q31A3A_Y_P,Q31A3B1_P,Q31A3B2_P,Q31A3B3_P,Q31A4A_P,Q31A4B_P,Q31A4B1_P,Q31A4C_P,Q31A4D_P,Q31A4E_P,Q31A4F_P,Q31A4G_P,Q31A4H_P,Q31A4I_P,Q31A4J_P,Q31A4K_P,Q31A4L_P,Q31A4M_P,Q31A4N_P,Q31A4O_P,Q31A4P_P,Q31A4P2_P,Q31A4Q_P,Q31A4R_P,Q31A4S_P,Q31A4T_P,Q31A4U_P,Q31A5_P,Q31A5A_M_P,Q31A5A_Y_P,Q31A5B1_P,Q31A5B2_P,Q31A5B3_P,Q31A6_P,Q31A6A_M_P,Q31A6A_Y_P,Q31A6B1_P,Q31A6B2_P,Q31A6B3_P,Q31A7A_M_P,Q31A7A_Y_P,Q31A8_P,Q31A8A_M_P,Q31A8A_Y_P,Q31A9A_P,Q31A9B_P,Q31A9C_P,Q31A10_P,Q31A11_P,Q31A13_P,Q31A12_P,Q31A14_P,Q31A15_P,Q31A16_P,Q31B1_P,Q31B2_P,Q31B3_P,Q31B4_P,Q31B6_P,Q31B7A_P,Q31B7B_P,Q31B8_P,Q31B8A_P,Q31B8B_P,Q31B9_P,Q31B9A_P,Q31B9B_P,Q31B10_P,Q31B11_P,Q31B11A1_P,Q31B11A2_P,Q31B12_1_P,Q31B12_2_P,Q31B12_3_P,Q31B12A1_P,Q31B12A2_P,Q31B13_P,Q31B14_P,Q31B14A_P,Q31B15A_P,Q31B15B_P,Q31B15C_P,Q31B15D_P,Q31B15E_P,Q31B15F_P,Q31B15G_P,Q31B15H_P,Q31B15I_P,Q31B15J_P,Q31B15K_P,Q31B15L_P,Q31B15M_P,Q31B15N_P,Q31B15O_P,Q31B16_P,Q31B17_P,Q31B17A_P,Q31B17B_P,Q31B22_P,Q31B24A_P
3,4,31,1,4,173,,1,,,1.1,,196,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,2,3,3,3,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,2,7,7,5,1,1,1,1,7,5,1,1,3,3,3,3,1,3,1,3,3,2,1,2,2,2,1,3,3,3,2,1,1,2,2,1,1,1,3,1,1,3,5,1,4,0,5,0,5,1,2,2,1,5,5,2,2,1,2,2,4,1,3,2,2,2,4,4,4,4,1,3,1,3,4,1,3,3,1,1,2,2,2,2,1,3,3,2,3,4,4,1,1,4,1,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,1,8,2,1,1,1,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,1,1,1,3,3,3,1,2,1,4,4,3,5,0,0,5,0,0,0,0,0,0,5,6,6,7,4,4,1,3,4,2,5,1,4,3,1,4,2,3,1,3,23,1,,,,,,1,,,1.1,,148,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,39,1,4,31,1,,,1.2,,,148,3,60,3,0,0,0,0,0,0,0,0,5,1,1,5,1,5,5,1,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,10,9,2007,7,24,0,0,7,2005,4,0,0,6,2007,1,9,2007,5,5,5,1,3,4,4,0,2,0,4,2,4,1,12,0,0,5,0,5,5,0,5,0,3,0,0,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,4,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,3,3,4,3,5,5,2,2,1,4,3,2,1,3,1,4,2,1,1,2,1,1,4,1,2,2,2,3,2,3,5,0,5,0,1,4,5,0,1,4,1,4,1,4,2,4,5,3,5,0,2,4,4,4,2,5,5,5,5,5,5,5,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,2,1,1,1,1,1,0,0,5,5,1,5,5,5,5,5,97,0,2,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1998,2,2,1,1,2,6,10,2007,6,6,5,1,1,1,1,1,1,1,3,3,4,1,1,1,3,3,2,4,6,2,1,4,4,2,3,1,3,3,6,3,3,5,4,4,4,4,4,4,2,3,1,4,10,16,0,1,3,1,18,21,14,5,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,1,2,5,0,0,0,0,2,1,1,3,4,1,2,4,2,0,0,0,10,0,10,0,7,3,5,5,3,3,4,5,5,3,5,0,0,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,1,5,5,0,0,0,0,0,1,200,5,0,1,600,1,1000,1,600,5,0,1,120,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,500,5,0,1,1,5,1,8,8,8,8,8,8,8,8,5,0,4,4,4,3,1,1,4,3,1,1,1,1,4,3,3,5,1,1,2,1,1,1,1,4,4,1,17.52,10,23,2007,3.2,4.14,28,16,13,4,7,2.8,2.5,3,0.9,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.75,,,,1,,,1.1,,196,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,41,1,4,31,1,,,1.2,,,196,3,30,3,0,0,0,0,0,0,0,0,5,5,0,5,5,5,5,1,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,4,10,2007,16,0,0,0,23,2003,64,0,0,8,2007,1,10,2007,5,5,5,1,3,1,1,0,0,0,2,2,0,1,10,8,0,1,3,0,1,3,0,1,1,0,0,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,0,0,0,0,0,0,3,4,6,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,2,2,2,3,3,3,3,2,2,3,2,1,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,5,3,5,3,3,4,2,3,5,2,1,3,1,4,3,1,1,1,1,1,1,1,2,3,2,1,2,4,5,0,1,3,1,4,5,0,1,5,5,0,5,0,4,1,1,5,5,0,2,4,4,4,3,5,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,5,3,1,3,1,2,4,1,2,3,14,3,3,5,5,4,5,4,3,4,2,2,1,4,10,5,16,1,3,1,19,2,0,5,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,1,1,2,5,5,5,5,1,5,0,0,0,25,0,97,0,1,4,4,4,4,5,3,5,5,5,5,0,0,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,2,2,1,1,1,180,4,1,1,1,1,20,5,0,1,200,1,500,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,5,5,5,5,9999,0,200,500,0,0,0,0,1,99998,5,1,5,5,5,1,1,5,5,5,5,5,5,0,3,4,3,2,1,1,4,3,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,2,2,15.53,10,30,2007,3.6,4.29,20,11,10,9,99,9,9,9,0.8,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.75,,,,1,,,1.1,,196,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,42,1,4,31,1,,,1.2,,,196,4,30,3,0,0,0,0,0,0,0,0,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,10,2007,16,0,0,0,24,2006,16,0,0,98,9998,5,0,0,5,5,5,1,2,2,2,0,1,2,6,6,0,1,6,2,1,1,3,0,1,3,0,0,1,0,0,1,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,1,0,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,4,5,5,5,5,5,1,1,2,1,3,2,1,2,2,1,1,3,1,2,4,4,3,3,4,5,0,1,4,1,4,1,4,1,5,1,5,1,5,3,5,5,5,5,0,3,5,4,3,2,5,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,5,4,1,1,1,2,2,1,2,3,98,9,4,5,5,4,5,3,3,5,2,2,1,3,16,0,0,1,4,1,19,2,11,5,0,5,0,0,0,0,0,5,0,0,0,0,1,4,0,0,1,4,0,0,5,0,0,0,120,5,0,0,0,0,1,2,5,0,0,0,0,1,1,1,5,5,1,2,4,5,0,0,0,97,0,97,0,97,4,5,5,3,4,3,5,5,5,5,0,0,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,5,1,20,2,1,1,1,1,300,5,0,1,75,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,1,5,5,5,5,0,0,0,40,0,0,0,0,1,99998,8,1,1,0,8,8,8,8,8,8,8,8,5,0,3,5,4,1,1,1,3,3,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,3,4,11.57,10,23,2007,4.8,4.29,4,4,0,2,7,2.2,3,3.3,1,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,1,,,1.1,,196,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
